Perusahaan,Sektor
PT Kreasi Karya Mandiri,Entertainment/Media
PT Kreasi Kisah Mulia,Retail/Merchandise
PT Kreasi Lima Perdana,Arts / Design / Fashion
PT Kreasi Maharani,Grooming / Beauty / Fitness
PT Kreasi Mega Pariwara,Arts/Design/Fashion
PT Kreasi Meluas,Grooming / Beauty / Fitness
PT Kreasi Muda Gemilang,Human Resources Management/Consulting
PT Kreasi Multi Media,Entertainment / Media
PT Kreasi Nostra Mandiri,Agricultural/Plantation/Poultry/Fisheries
PT Kreasi Nusantana Tempur,Banking/Financial Services
PT Kreasi Nutriboga,Food & Beverage/Catering/Restaurant
PT Kreasi Outsource Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Kreasi Perfekta Mandiri,Arts/Design/Fashion
PT Kreasi Prima Printing,Printing / Publishing
PT Kreasi Sejahtera Manunggal Persada,Construction / Building / Engineering
PT Kreasi Sejahtera Teknologi,Computer/Information Technology (Software)
PT Kreasi Semesta Raya,Automobile/Automotive Ancillary/Vehicle
PT Kreasi Senifika Mandiri,Printing / Publishing
PT Kreasi Sentosa Abadi (Jakarta),General & Wholesale Trading
PT Kreasi Sentra Solusindo,Computer/Information Technology (Software)
PT Kreasi Solusi Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Kreasi Solusi Teknologi,Computer/Information Technology (Software)
PT Kreasi Sukses Sejahtera,Electrical & Electronics
PT Kreasi Tema Indonesia,Manufacturing/Production
PT Kreasi Tiga Perdana,General & Wholesale Trading
PT Kreasi Unggul Ekakarsa,Food & Beverage/Catering/Restaurant
PT Kreasibeton Nusapersada,Construction/Building/Engineering
PT KREASIBOGA PRIMATAMA,Others
PT Kreasijaya Adhikarya,Agricultural/Plantation/Poultry/Fisheries
PT Kreasinar Inticipta Nuansa,Construction/Building/Engineering
PT Kreasindo Cipta Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Kreasindo Citra Nusantara,Others
PT Kreasindo Indah Pratama,Retail / Merchandise
PT Kreasindo Sinergi Abadi (BE.BOB SHOES),Apparel
PT Kreasindo Utama,Arts / Design / Fashion
PT Kreasitus Teknologi Indonesia,Computer/Information Technology (Software)
PT Kreatama Konsep Selaras,Architectural Services/Interior Designing
PT Kreatif Bersama,Computer/Information Technology (Software)
PT Kreatif Cipta Indonesia,Entertainment/Media
PT Kreatif Cipta Sumber Daya Indonesia,Human Resources Management/Consulting
PT Kreatif Dinamika Integrasi,Consulting (Business & Management)
PT Kreatif Dinamika Integrasi,Computer/Information Technology (Software)
PT Kreatif Global Primasolusindo,"Consulting (IT, Science, Engineering & Technical)"
PT Kreatif Indosuccess,Construction / Building / Engineering
PT Kreatif Jaya Sentosa,General & Wholesale Trading
PT Kreatif Lab Indonesia,Advertising / Marketing / Promotion / PR
PT KREATIF LAYANAN INGORMASI,General & Wholesale Trading
PT Kreatif Mantani,General & Wholesale Trading
PT Kreatif Media Group,Advertising/Marketing/Promotion/PR
PT Kreatif Sistem Teknologi,Computer/Information Technology (Software)
PT Kreatif Solusi Informatika,Computer/Information Technology (Software)
PT Kreatif Tekno Media,Consulting (Business & Management)
PT Kreatifitas Sinergisme Teknoindo,Computer/Information Technology (Software)
PT Kreativ Image,General & Wholesale Trading
PT Kreator Solusi Informasi,Accounting / Audit / Tax Services
PT Kredigram Pembayaran Elektronis,Banking/Financial Services
PT Kredit Biro Indonesia Jaya,Banking/Financial Services
PT Kredit Gogo Informatika,Banking/Financial Services
PT Kredit Pintar Indonesia,Banking/Financial Services
PT KREDIT PLUS TEKNOLOGI,Banking/Financial Services
PT Kreditku Teknologi Indonesia,Banking/Financial Services
PT Kredo Aum,General & Wholesale Trading
PT Kreshna Muda Perkasa,Consumer Products/FMCG
PT Kresley Indonesia,Consumer Products/FMCG
PT Kresna Adikarsa,Electrical & Electronics
PT Kresna Dita Lestari,Architectural Services / Interior Designing
PT Kresna Duta Anugrah,Construction / Building / Engineering
PT Kresna Graha Sekurindo Tbk,Stockbroking / Securities
PT Kresna Kusuma Dyandra Marga,Construction/Building/Engineering
PT Kresna Peterindo Abadi,Automobile / Automotive Ancillary / Vehicle
PT KRESNA REKSA FINANCE,Banking/Financial Services
PT KRESNA REKSA FINANCE,Banking/Financial Services
PT Kresna Reksa Finance ( Head Office ),Banking/Financial Services
PT Kresna Reksa Finance (Cabang Purwokerto),Banking/Financial Services
PT Kresna Reksa Finance (Jakarta),Banking/Financial Services
PT Kresna Reksa Finance (Makassar),Manufacturing / Production
PT Kresna Reksa Finance (Pekalongan),Banking / Financial Services
PT Kresna Reksa Finance (Samarinda),Banking / Financial Services
PT Kresna Reksa Finance (Semarang),Banking/Financial Services
PT Kresna Reksa Finance (Tegal),Banking/Financial Services
PT Kresna Reksa Finance (Yogyakarta),Banking / Financial Services
PT Kresna Reksa Finance Balikpapan,Banking / Financial Services
PT Kresna Reksa Finance Bandung,Banking / Financial Services
PT Kresna Reksa Finance Cabang Banjarmasin,Banking / Financial Services
PT Kresna Reksa Finance Cabang Solo,Banking/Financial Services
PT Kresna Reksa Finance Cabang Subang,Banking / Financial Services
PT Kresnaduta Paramarta,Consulting (Business & Management)
PT Kresti Kencanamulia,Textiles/Garment
PT Krexindo Manunggal Putra,BioTechnology / Pharmaceutical / Clinical research
PT Krida Hami Cemerlang,Construction / Building / Engineering
PT Krida Hangulindo Tehnik,"Consulting (IT, Science, Engineering & Technical)"
PT Krida Pratama Adhicipta,"Consulting (IT, Science, Engineering & Technical)"
PT Krida Upaya Tunggal,Insurance
PT Kridha Multi Niaga Prima,Consumer Products/FMCG
PT Kris Cargo Bahtera,Transportation/Logistics
PT Kris Setiabudi Utama,Oil/Gas/Petroleum
PT Krisanthium Offset Printing,Printing/Publishing
PT Krisna Maju Makmur,Manufacturing/Production
PT Krisson Indonesia,General & Wholesale Trading
PT Krista Jaya,Construction/Building/Engineering
PT KRISTA PESONA ADIBUSANA,Retail/Merchandise
PT Kristal Bali Lestari (Bali),Hotel / Hospitality
PT Kristal Global Media,Entertainment/Media
PT Kristal Indah,Manufacturing/Production
PT Kristal Kirana,Arts/Design/Fashion
PT Kristal Mitra Sejahtera,Consulting (Business & Management)
PT Kristalab Surya Medika,General & Wholesale Trading
PT Kristalika Santosa,Advertising / Marketing / Promotion / PR
PT Kristalindo Karunia Internasional,Chemical / Fertilizers / Pesticides
PT Kristamedia Pratama,Exhibitions/Event management/MICE
PT KRISTAMEDIKA,Healthcare / Medical
PT Kriting Jabrik Bersaudara,General & Wholesale Trading
PT Kriya Jaya International,Arts/Design/Fashion
PT Kriya Nusantara Group,Arts/Design/Fashion
PT Kriya Reka Komunika,Advertising/Marketing/Promotion/PR
PT KRnG Indonesia,Environment/Health/Safety
PT KROHNE INDONESIA,Manufacturing/Production
PT Krones Machinery Indonesia,Heavy Industrial/Machinery/Equipment
PT Kronicles IT Consulting,Computer / Information Technology (Hardware)
PT Kronus Indonesia,Healthcare/Medical
PT Kroya Wood Estetika,Architectural Services/Interior Designing
PT Kruger Ventilation Indonesia,Manufacturing/Production
PT Krupindo Lestari,Retail / Merchandise
PT KRYA JAYA,Electrical & Electronics
PT KS Distribution Indonesia,General & Wholesale Trading
PT KS Technology,Computer/Information Technology (Hardware)
PT KSAP Indonesia,Printing/Publishing
PT Ksatria Palu Gada,Retail/Merchandise
PT KSB Indonesia,Manufacturing/Production
PT KSI - Suzhou Porcelain Insulator,Manufacturing / Production
PT KSIN Indonesia,Manufacturing/Production
PT KSK Dharma Mulia,General & Wholesale Trading
PT KSK Insurance Indonesia,Insurance
PT KSP Dynamics Indonesia,Manufacturing/Production
PT Ksteel Nusantara,Heavy Industrial/Machinery/Equipment
PT KSTex,Textiles/Garment
PT KSW Batam,Manufacturing / Production
PT KT Trading,Manufacturing/Production
PT KTC Coal Mining & Energy,General & Wholesale Trading
PT KTC Coal Mining & Energy (Samarinda),Mining
PT KTL Offshore Indonesia,Construction/Building/Engineering
PT KTZ Dinamik,Electrical & Electronics
PT Kuadra Inti Adjuster,Insurance
PT Kuadran Teknologi Indonesia,Computer/Information Technology (Software)
PT Kuaikuai Tech Indonesia,Banking/Financial Services
PT Kuala Pelabuhan Indonesia,Marine / Aquaculture
PT Kualanamu Bina Mitra Lestari,Property/Real Estate
PT Kualita Adara Karya,Telecommunication
PT Kualitas Agung Sejati,Manufacturing / Production
PT Kualitas Sanitari Indonesia,Others
PT Kuantum Mikroteknik,Computer / Information Technology (Hardware)
PT Kuantum Sukses Indonesia,Food & Beverage/Catering/Restaurant
PT Kuark Internasional,Education
PT Kuarta Powerindo Perkasa,Construction / Building / Engineering
PT Kuarta Putra Pratama,Others
PT Kubik Kreasi Sisilain,Human Resources Management/Consulting
PT Kubota Indonesia,Heavy Industrial/Machinery/Equipment
PT Kubota Machinery  Indonesia,General & Wholesale Trading
PT Kucasa Luxury,Architectural Services/Interior Designing
PT Kuda Inti Samudera,Construction / Building / Engineering
PT Kuda Mas Jaya,Manufacturing / Production
PT Kuda Nil Indonesia,Marine / Aquaculture
PT Kuda Sakti Indonesia,General & Wholesale Trading
PT Kudamas Autoindo,Automobile / Automotive Ancillary / Vehicle
PT Kudamas Distribusindo,Manufacturing / Production
PT Kudo Teknologi Indonesia,Computer/Information Technology (Software)
PT Kudos Indonesia,Exhibitions/Event management/MICE
PT Kudus Jaya Motor,Automobile/Automotive Ancillary/Vehicle
PT Kufner Indonesia,Apparel
PT Kuhlindo Persada,"Consulting (IT, Science, Engineering & Technical)"
PT Kuka Aku Suka,Advertising/Marketing/Promotion/PR
PT Kukdong International,Textiles / Garment
PT KUKJINDO,Grooming/Beauty/Fitness
PT Kuku Sejati Dinamika (Bekasi),Others
PT Kukuh Mandiri Lestari,Others
PT Kula Utama Loka Agra,Semiconductor/Wafer Fabrication
PT Kuliner Digital Sejahtera (Subsidiary by ISMAYA GROUP),Food & Beverage/Catering/Restaurant
PT Kuliner Sukses Abadi,Food & Beverage / Catering / Restaurant
PT Kuliner Sumber Berkat,Food & Beverage/Catering/Restaurant
PT Kulixa Indonesia,Transportation/Logistics
PT Kultindo Ereshamas,Mining
PT Kultur Kopi Indonesia,Food & Beverage/Catering/Restaurant
PT Kumaitu Cargo,Transportation/Logistics
PT Kumala Kencana Cipta,General & Wholesale Trading
PT Kumala Kencana Kreasindo,Electrical & Electronics
PT Kumala Logistics,Transportation/Logistics
PT Kumala Motor Sejahtera,Transportation/Logistics
PT Kumala Prima,Manufacturing/Production
PT Kumala Prima Motor,Automobile / Automotive Ancillary / Vehicle
PT Kumala Sejati Hijau,Manufacturing / Production
PT Kumala Wandira (Surabaya),Construction / Building / Engineering
PT Kumala Wandira Danarta,Construction / Building / Engineering
PT Kumata Indonesia,Manufacturing / Production
PT Kumgang Hyundai Indonesia,Manufacturing/Production
PT Kumkang Tech Indonesia,Manufacturing/Production
PT KUMKANGKIND ENGINEERING INDONESIA,Construction/Building/Engineering
PT Kumon (Kelapa Gading Square),Education
PT Kunchy Simulation,"Consulting (IT, Science, Engineering & Technical)"
PT Kunci Inti Transindo,Transportation / Logistics
PT Kunci Inti Transindo (Jakarta),Transportation / Logistics
PT Kunci Rumah Sistema,General & Wholesale Trading
PT KUNINGAN GRAHA SAMATAS,Property/Real Estate
PT Kunsheng International,Heavy Industrial/Machinery/Equipment
PT Kupuku Metamorfosis Nusantara,Computer/Information Technology (Software)
PT Kura Kura,Travel/Tourism
PT Kura Prima Inovasi,Accounting/Audit/Tax Services
PT Kurabo Manunggal Textile Industries,Textiles / Garment
PT Kuraygeo Service Indonesia,Electrical & Electronics
PT KURETAKESO HOTEL INDONESIA,Hotel/Hospitality
PT Kurhanz Trans,Transportation/Logistics
PT Kurios Utama,Textiles/Garment
PT Kuripasai Intrada,Transportation / Logistics
PT Kurnia Abadi Selaras,Healthcare/Medical
PT Kurnia Angke,General & Wholesale Trading
PT Kurnia Anugerah Sentosa,Polymer/Plastic/Rubber/Tyres
PT Kurnia Astasurya,Retail/Merchandise
PT Kurnia Batang Hari Berjaya,Agricultural/Plantation/Poultry/Fisheries
PT Kurnia Berdikari Sejahtera,Retail/Merchandise
PT KURNIA BINTANG RAJAWALI (FAME 74),Others
PT Kurnia Bumiindah Cemerlang,Manufacturing / Production
PT Kurnia Cahaya Suburlestari,Repair & Maintenance Services
PT Kurnia Cipinang Jaya,Consumer Products/FMCG
PT Kurnia Cipta Teknologi,Others
PT Kurnia Duta Elektrik,General & Wholesale Trading
PT Kurnia Eka Nusa,Heavy Industrial/Machinery/Equipment
PT Kurnia Elok,Exhibitions / Event management / MICE
PT Kurnia Inti Sejahtera,Property/Real Estate
PT KURNIA JAYA MUKTI SENTOSA,Manufacturing / Production
PT Kurnia Makmur Abadi Jaya,Chemical/Fertilizers/Pesticides
PT Kurnia Mandiri Adiperkasa,Mining
PT Kurnia Megah Mandiri,Others
PT KURNIA MITRA DUTA SENTOSA,Manufacturing/Production
PT Kurnia Mitra Duta Sentosa,Food & Beverage/Catering/Restaurant
PT Kurnia Mitra Lestari,Food & Beverage/Catering/Restaurant
PT Kurnia Mitra Sejati,General & Wholesale Trading
PT Kurnia Mulya Putra,Telecommunication
PT Kurnia Mustika Indah Lestari,Construction/Building/Engineering
PT Kurnia Nata Kencana,Architectural Services/Interior Designing
PT Kurnia Niagatama Sejahtera,General & Wholesale Trading
PT Kurnia Perkasa,Human Resources Management/Consulting
PT Kurnia Putra Perkasa,General & Wholesale Trading
PT Kurnia Ratu Kencana,Textiles/Garment
PT Kurnia Safety Supplies,General & Wholesale Trading
PT Kurnia Sakti Abadi,Textiles / Garment
PT Kurnia Selaras Abadi,Retail/Merchandise
PT Kurnia Selaras Sejati,Accounting/Audit/Tax Services
PT Kurnia Surya Santosa,Others
PT KURNIA SYLVA CONSULTINDO,Consulting (Business & Management)
PT Kurnia Tetap Mulia (Medan),Hotel/Hospitality
PT Kurnia Tetap Mulia (Surabaya),Hotel/Hospitality
PT Kurnia Trading,General & Wholesale Trading
PT Kurnia Tunggal Nugraha,General & Wholesale Trading
PT Kurnia Wijaya Aneka Industri,Consumer Products/FMCG
PT Kurniadi Utama,Heavy Industrial/Machinery/Equipment
PT KURNIALAND,Property/Real Estate
PT Kurnianusa Jaya Sukses,Automobile/Automotive Ancillary/Vehicle
PT Kurongkor Utama,Telecommunication
PT KUS Building Supplies,General & Wholesale Trading
PT Kusano Sangyo Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Kusemas Citra Mandiri,Construction / Building / Engineering
PT Kustodian Sentral Efek Indonesia,Stockbroking/Securities
PT Kusuma Indograha Abadi,Textiles/Garment
PT Kusuma Inti Murti (PT KIM),Advertising/Marketing/Promotion/PR
PT KUSUMA KARYA SELARAS,Construction / Building / Engineering
PT Kusuma Kemindo Sentosa,Chemical / Fertilizers / Pesticides
PT Kusuma Kencana Khatulistiwa,Retail/Merchandise
PT Kusuma Megahperdana,Retail/Merchandise
PT Kusuma Mulia,Textiles / Garment
PT Kusuma Sampurna Mulia,Retail/Merchandise
PT Kusuma Sandang Mekarjaya,Textiles / Garment
PT Kusuma Satria Dinasastri Wisatajaya,Property/Real Estate
PT Kusuma Teknik Persada,Heavy Industrial/Machinery/Equipment
PT Kusuma Tirta Perkasa,Consumer Products/FMCG
PT Kusumahadi Santosa,Textiles/Garment
PT Kusumantara Graha Jayatrisna,Property / Real Estate
PT KUSUMAYUDHA MUKTIKA MOTOR,Automobile/Automotive Ancillary/Vehicle
PT Kuta Bali Sejahtera,Hotel / Hospitality
PT Kuta Beachwear,Manufacturing / Production
PT Kuta Cemerlang Bali Jaya (KCBJ Tours),Travel / Tourism
PT Kutai Chip Mill (KCM),Agricultural/Plantation/Poultry/Fisheries
PT Kutai Energi,Mining
PT Kutai Energi (PT Del Navigia),Mining
PT Kutai Permai (Kutai Permai Hotel),Hotel / Hospitality
PT Kutai Timber Indonesia,Wood / Fibre / Paper
PT Kutama Mining Indonesia,Mining
PT Kutama Prima Mining,Mining
PT Kutilang Paksi Mas,Retail / Merchandise
PT Kuwera Jaya Nusantara,General & Wholesale Trading
PT Kuwera Pandukarya Mega Engineering,Construction/Building/Engineering
PT Kvadrat Concept Indonesia,Architectural Services/Interior Designing
PT KVG GLOBAL COAL & MINERALS,General & Wholesale Trading
PT Kwadran Lima Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Kwalita Inspectindo Dinamika,Consulting (Business & Management)
PT Kwalitas Apik Semua Suka,Others
PT Kwan Samudera Mandiri,Transportation/Logistics
PT Kwangduk Worldwide (Factory 2),Textiles/Garment
PT Kwanglim Indonesia,Accounting/Audit/Tax Services
PT Kwarsa Hexagon,"Consulting (IT, Science, Engineering & Technical)"
PT Kwarsa Indah Murni,Manufacturing / Production
PT Kwarta Sukses Abadi,Manufacturing / Production
PT KYDO INDONESIA,Textiles/Garment
PT Kymmoshi Global Indonesia,Manufacturing/Production
PT Kyochemindo Tekniktama,General & Wholesale Trading
PT Kyodo Yushi Lubricants TP Indonesia,Manufacturing/Production
PT Kyoei Denki Trading Indonesia,Manufacturing/Production
PT Kyoraku Blowmolding Indonesia,Automobile/Automotive Ancillary/Vehicle
PT Kyoraku Kanto Mould Indonesia,Manufacturing/Production
PT Kyoseki Indonesia,Accounting/Audit/Tax Services
PT Kyosha Indonesia,Manufacturing/Production
PT Kyowa Indonesia,Manufacturing / Production
PT Kyowa Tangguh Mandiri Indonesia,Security/Law Enforcement
PT KYSC Indonesia,Electrical & Electronics
PT KYUADRAN RUMAH SOLUSI,Property/Real Estate
PT KZP,Food & Beverage/Catering/Restaurant
PT L&M Systems Indonesia,Construction / Building / Engineering
PT L'essential,BioTechnology/Pharmaceutical/Clinical research
PT L'Oreal Indonesia,Consumer Products/FMCG
PT L7 Systems,Computer/Information Technology (Software)
PT La Innomation Engineering,Heavy Industrial/Machinery/Equipment
PT La Joya,Hotel / Hospitality
PT La Taverna Bali,Hotel / Hospitality
PT Lab Elektronika Desain,Arts/Design/Fashion
PT LAB TECHNOLOGI INDONESIA,Manufacturing/Production
PT Labacall Sukses Mandiri,Healthcare/Medical
PT Labafurni,Others
PT Laban Raya Cakrawala,Manufacturing / Production
PT Laban Raya Samodra,Chemical/Fertilizers/Pesticides
PT Label Inovasi Indonesia,Advertising/Marketing/Promotion/PR
PT Labersa Hutahaean,Hotel/Hospitality
PT Labora Duta Anugrah,Human Resources Management/Consulting
PT Labora Teknika Saintifika,Healthcare/Medical
PT LABORATORIUM KEDUNGDORO,Healthcare/Medical
PT Laboratorium Medio Pratama,Environment/Health/Safety
PT Laboratorium Solusi Indonesia,BioTechnology/Pharmaceutical/Clinical research
PT Laborindo Sarana,BioTechnology/Pharmaceutical/Clinical research
PT Labquip Indoprima,Healthcare/Medical
PT Labtech Penta International,"Consulting (IT, Science, Engineering & Technical)"
PT Labuan Monodon,Agricultural / Plantation / Poultry / Fisheries
PT Lacosta Indonesia,Food & Beverage / Catering / Restaurant
PT LADANG ANUGERAH,General & Wholesale Trading
PT Ladang Jati Sejahtera,Construction / Building / Engineering
PT Ladang Mandiri,General & Wholesale Trading
PT Ladewindo Garment Manufacturer,Manufacturing / Production
PT Ladfanid Konsultindo Batam,Consulting (Business & Management)
PT Lady Americana Indonesia,Manufacturing / Production
PT Laface Cheonsa International,Healthcare / Medical
PT Lafel Makmur Indonesia,BioTechnology / Pharmaceutical / Clinical research
PT LAGALIGO TIRTA WISATA (Bali),Travel/Tourism
PT Laguna Karya,Mining
PT Laguna Nauli Basa,Manufacturing/Production
PT Laju Karunia Jaya,Construction/Building/Engineering
PT Laju Makmur Sentosa,Manufacturing/Production
PT Laju Niaga Gemilang,Repair & Maintenance Services
PT LAJU PANGESTUJAYA,Construction/Building/Engineering
PT Laju Paramitra,Computer / Information Technology (Software)
PT Laju Perdana Indah,Agricultural/Plantation/Poultry/Fisheries
PT Lakemba Citra Indonesia,Telecommunication
PT LAKINDO PRIMAJASA SENTOSA,General & Wholesale Trading
PT Laksana Dewa Satria,Computer / Information Technology (Software)
PT Laksana Kurnia Mandiri Sejati,Manufacturing/Production
PT Laksana Kurnia Mandiri Sejati,Manufacturing / Production
PT Laksana Matra Sedaya,Architectural Services/Interior Designing
PT Laksana Rajawali Propertindo,Property/Real Estate
PT Laksana Tata Indonesia,Consulting (Business & Management)
PT Laksmi Widya Pratama,Food & Beverage/Catering/Restaurant
PT Laksmindo Bahtera,Entertainment / Media
PT Lakta Aroma Indonesia,Manufacturing/Production
PT Laku Indonesia,Computer/Information Technology (Software)
PT Laku6 Online Indonesia,Retail/Merchandise
PT Lam Seng Hang Indonesia,Chemical/Fertilizers/Pesticides
PT laman Tekno Digital,Computer/Information Technology (Software)
PT Lamba Rasandai Utama,Oil / Gas / Petroleum
PT Lambang Barata,Manufacturing / Production
PT Lambang Jaya,Agricultural / Plantation / Poultry / Fisheries
PT Lambang Sejati,Property/Real Estate
PT Lambang Surya Lestari,Manufacturing/Production
PT Lambang Utama,Consumer Products / FMCG
PT Lamberti Indonesia,Chemical/Fertilizers/Pesticides
PT Lamborghini Casa Indonesia,Arts/Design/Fashion
PT LAMERTA BANGUN PRIMA,Consumer Products / FMCG
PT Lamicitra Nusantara Tbk (Semarang Branch),Property/Real Estate
PT Lamicitra Nusantara Tbk (Surabaya),Property / Real Estate
PT Laminda Travelindo Mandiri,Travel / Tourism
PT Lamindo Inter Multicon,Construction / Building / Engineering
PT LAMINDO INTER MULTIKON,Mining
PT Lamindo Jaya Indo Mandiri,General & Wholesale Trading
PT Lamipak Primula Indonesia,Manufacturing/Production
PT Lamitech Indonesia,General & Wholesale Trading
PT Lamjaya Global Solusi,Computer/Information Technology (Software)
PT LAMJAYA INOVASI KOMPUTINDO,Computer/Information Technology (Hardware)
PT Lamoon Soft Solutions,Computer/Information Technology (Software)
PT Lampbond Indonesia,General & Wholesale Trading
PT Lampiri Djaja Abadi,"Consulting (IT, Science, Engineering & Technical)"
PT Lampu Hijau,Manufacturing / Production
PT Lampung Jaya Sentosa,Property/Real Estate
PT Lampungmas Intisejahtera,Retail/Merchandise
PT Lamtana Multijaya,General & Wholesale Trading
PT Lana Global Indotama,General & Wholesale Trading
PT Lanang Asli,Hotel / Hospitality
PT Lancang Kuning Sukses,Construction/Building/Engineering
PT Lancar Abadi Jaya,Consumer Products/FMCG
PT Lancar Bola Batu Sejahtera,Consumer Products / FMCG
PT Lancar Central Logistics,Transportation/Logistics
PT Lancar Jaya Cargotama,Transportation/Logistics
PT Lancar Jaya Globalindo,"Consulting (IT, Science, Engineering & Technical)"
PT Lancar Jaya Makmur Abadi,Construction/Building/Engineering
PT Lancar Makmur Bersama,Manufacturing / Production
PT Lancar Makmur Sejahtera,Heavy Industrial/Machinery/Equipment
PT Lancar Prima,Consumer Products / FMCG
PT Lancar Sari Bali,Manufacturing/Production
PT Lancar Sukses Mandiri,Automobile/Automotive Ancillary/Vehicle
PT Lancar Transport,Chemical/Fertilizers/Pesticides
PT Lancarjaya Mandiri Abadi,Construction/Building/Engineering
PT Lancarjaya Mitra Abadi,Mining
PT Lancartama Sejati,Property/Real Estate
PT Lancaster Nusantara Cigarindo,Manufacturing/Production
PT Land Studio Prestasi,Architectural Services/Interior Designing
PT Landfall Bali Utama,Manufacturing / Production
PT Landmega Tekindo,Computer / Information Technology (Hardware)
PT Landseadoor International Shipping,Mining
PT Laneige Indonesia Pacific,Grooming/Beauty/Fitness
PT Lang Jaya Makmur Bersama,Consulting (Business & Management)
PT Lang Jaya Makmur Bersama,Human Resources Management / Consulting
PT Lang Jaya Makmur Bersama (Semarang),Consulting (Business & Management)
PT Langdon & Seah Indonesia (Bali),Construction / Building / Engineering
PT Langen Kridha Pratyangga Tbk,Hotel/Hospitality
PT Langgai Agrindo Agung,Agricultural/Plantation/Poultry/Fisheries
PT Langganan Kita Bersama,Heavy Industrial/Machinery/Equipment
PT Langgar Kreasi Nusantara,General & Wholesale Trading
PT Langgeng Arta Makmur,Repair & Maintenance Services
PT Langgeng Ayomlestari,Advertising/Marketing/Promotion/PR
PT Langgeng Citra Bersama,Consulting (Business & Management)
PT Langgeng Daya Agrindo,Mining
PT Langgeng Dunia Selaras,Hotel/Hospitality
PT LANGGENG ERA CEMERLANG,Grooming/Beauty/Fitness
PT Langgeng Jaya Fiberindo,Polymer/Plastic/Rubber/Tyres
PT Langgeng Karya Makmur Lestari,Manufacturing/Production
PT Langgeng Karya Teknik,Construction/Building/Engineering
PT Langgeng Kencana,General & Wholesale Trading
PT Langgeng Kreasi Jayaprima (Bali),Manufacturing/Production
PT Langgeng Makmur Aluminium,Manufacturing/Production
PT Langgeng Makmur Industri Tbk,Manufacturing/Production
PT Langgeng Makmur Industri Tbk (Jakarta),Polymer / Plastic / Rubber / Tyres
PT Langgeng Mandiri Internusa,Heavy Industrial/Machinery/Equipment
PT Langgeng Mitra Resources,Mining
PT Langgeng Multi Usaha,Construction / Building / Engineering
PT LANGGENG PROMO SEJATI,Others
PT Langgeng Sejahtera Kontruksi,Construction/Building/Engineering
PT Langit Asia Fortune,Computer/Information Technology (Software)
PT Langit Biru Agensi ( Bali ),Entertainment/Media
PT Langit Biru Agensi (Panomatics International),Others
PT Langit Biru Transindo,Human Resources Management / Consulting
PT Langit Impian,Computer/Information Technology (Software)
PT Langit Ontrip Internasional,Travel/Tourism
PT Langjaya Makmur Bersama,Others
PT Langkah Bangun Jaya,Construction/Building/Engineering
PT Langkah Gemilang Persada,"Consulting (IT, Science, Engineering & Technical)"
PT Langkah Kasih,Non-Profit Organisation / Social Services / NGO
PT Langkah Maju Sukses (Asia Leader),Consulting (Business & Management)
PT Langkah Mega Wisata,Travel/Tourism
PT Language Studies Indonesia,Education
PT Lanka Semesta Cemerlang,Travel/Tourism
PT Lanna Harita Indonesia ( Jakarta ),Mining
PT Lanna Mining Services,Oil/Gas/Petroleum
PT Lansima Human Resource Development LTD,Human Resources Management / Consulting
PT Lanskap Media Kreasi,Advertising / Marketing / Promotion / PR
PT Lantabura Media,Computer / Information Technology (Software)
PT Lantana Medika,Healthcare/Medical
PT Lante Vinyl Aqualoc,General & Wholesale Trading
PT Lantera Etoz Dunia,General & Wholesale Trading
PT Lantera Karya Aditama,General & Wholesale Trading
PT Lantro Technologies Indonesia,Computer/Information Technology (Software)
PT Laota Anugerah Utama Tuban,Food & Beverage/Catering/Restaurant
PT Laota Bumindo Jaya,Consumer Products / FMCG
PT LAPI Divusi,Computer/Information Technology (Software)
PT Lapi Laboratories,BioTechnology / Pharmaceutical / Clinical research
PT Lapi Laboratories (Balikpapan),BioTechnology/Pharmaceutical/Clinical research
PT Lapi Laboratories (Malang),Chemical / Fertilizers / Pesticides
PT Lapi Laboratories (Yogyakarta),BioTechnology / Pharmaceutical / Clinical research
PT Lapi Laboratories Cab Manado,BioTechnology / Pharmaceutical / Clinical research
PT Laplasindo Pratama,Others
PT Laplasindo Pratama (Surabaya),Electrical & Electronics
PT Laprint Jaya,Printing/Publishing
PT Laras Cipta Pratama,Construction / Building / Engineering
PT Laras Exata Ustanta,Automobile/Automotive Ancillary/Vehicle
PT Laras Trikarsatama,Construction/Building/Engineering
PT Larasati Mitra Sejati,Insurance
PT Larasindo Duta Persada,Architectural Services / Interior Designing
PT Larazeta Yusmar Boga,Food & Beverage / Catering / Restaurant
PT Large Indonesia,Chemical/Fertilizers/Pesticides
PT Laris Chandra,General & Wholesale Trading
PT Laris Manis Utama,Transportation/Logistics
PT Laris Manis Utama,Consumer Products/FMCG
PT Laris Manis Utama,Retail/Merchandise
PT Laris Manis Utama  Semarang,Food & Beverage/Catering/Restaurant
PT Laris Manis Utama ( LMU ),Retail/Merchandise
PT Laris Manis Utama (Surabaya),Food & Beverage/Catering/Restaurant
PT LARIS MANIS UTAMA cab Surabaya,Heavy Industrial/Machinery/Equipment
