Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Kapasitas
Jakarta,2017,Dalam,1,SMAN 113,BAHASA,18
Jakarta,2017,Dalam,1,SMAN 114,IPA,22
Jakarta,2017,Dalam,1,SMAN 114,IPS,22
Jakarta,2017,Dalam,1,SMAN 115,IPA,23
Jakarta,2017,Dalam,1,SMAN 115,IPS,23
Jakarta,2017,Dalam,2,SMAN 1,IPA,88
Jakarta,2017,Dalam,2,SMAN 1,IPS,89
Jakarta,2017,Dalam,2,SMAN 2,IPA,88
Jakarta,2017,Dalam,2,SMAN 2,IPS,69
Jakarta,2017,Dalam,2,SMAN 3,IPA,114
Jakarta,2017,Dalam,2,SMAN 3,IPS,80
Jakarta,2017,Dalam,2,SMAN 4,IPA,69
Jakarta,2017,Dalam,2,SMAN 4,IPS,22
Jakarta,2017,Dalam,2,SMAN 4,BAHASA,23
Jakarta,2017,Dalam,2,SMAN 5,IPA,89
Jakarta,2017,Dalam,2,SMAN 5,IPS,83
Jakarta,2017,Dalam,2,SMAN 6,IPA,104
Jakarta,2017,Dalam,2,SMAN 6,IPS,82
Jakarta,2017,Dalam,2,SMAN 7,IPA,70
Jakarta,2017,Dalam,2,SMAN 7,IPS,46
Jakarta,2017,Dalam,2,SMAN 8,IPA,145
Jakarta,2017,Dalam,2,SMAN 8,IPS,19
Jakarta,2017,Dalam,2,SMAN 9,IPA,80
Jakarta,2017,Dalam,2,SMAN 9,IPS,59
Jakarta,2017,Dalam,2,SMAN 10,IPA,46
Jakarta,2017,Dalam,2,SMAN 10,IPS,68
Jakarta,2017,Dalam,2,SMAN 11,IPA,66
Jakarta,2017,Dalam,2,SMAN 11,IPS,65
Jakarta,2017,Dalam,2,SMAN 12,IPA,56
Jakarta,2017,Dalam,2,SMAN 12,IPS,55
Jakarta,2017,Dalam,2,SMAN 13,IPA,99
Jakarta,2017,Dalam,2,SMAN 13,IPS,60
Jakarta,2017,Dalam,2,SMAN 14,IPA,102
Jakarta,2017,Dalam,2,SMAN 14,IPS,41
Jakarta,2017,Dalam,2,SMAN 15,IPA,69
Jakarta,2017,Dalam,2,SMAN 15,IPS,69
Jakarta,2017,Dalam,2,SMAN 16,IPA,90
Jakarta,2017,Dalam,2,SMAN 16,IPS,64
Jakarta,2017,Dalam,2,SMAN 17,IPA,47
Jakarta,2017,Dalam,2,SMAN 17,IPS,68
Jakarta,2017,Dalam,2,SMAN 18,IPA,67
Jakarta,2017,Dalam,2,SMAN 18,IPS,67
Jakarta,2017,Dalam,2,SMAN 18,BAHASA,24
Jakarta,2017,Dalam,2,SMAN 19,IPA,52
Jakarta,2017,Dalam,2,SMAN 19,IPS,52
Jakarta,2017,Dalam,2,SMAN 20,IPA,44
Jakarta,2017,Dalam,2,SMAN 20,IPS,66
Jakarta,2017,Dalam,2,SMAN 21,IPA,81
Jakarta,2017,Dalam,2,SMAN 21,IPS,80
Jakarta,2017,Dalam,2,SMAN 22,IPA,85
Jakarta,2017,Dalam,2,SMAN 22,IPS,85
Jakarta,2017,Dalam,2,SMAN 23,IPA,55
Jakarta,2017,Dalam,2,SMAN 23,IPS,57
Jakarta,2017,Dalam,2,SMAN 24,IPA,62
Jakarta,2017,Dalam,2,SMAN 24,IPS,41
Jakarta,2017,Dalam,2,SMAN 25,IPA,42
Jakarta,2017,Dalam,2,SMAN 25,IPS,62
Jakarta,2017,Dalam,2,SMAN 26,IPA,62
Jakarta,2017,Dalam,2,SMAN 26,IPS,63
Jakarta,2017,Dalam,2,SMAN 27,IPA,58
Jakarta,2017,Dalam,2,SMAN 27,IPS,73
Jakarta,2017,Dalam,2,SMAN 28,IPA,101
Jakarta,2017,Dalam,2,SMAN 28,IPS,39
Jakarta,2017,Dalam,2,SMAN 29,IPA,89
Jakarta,2017,Dalam,2,SMAN 29,IPS,66
Jakarta,2017,Dalam,2,SMAN 30,IPA,74
Jakarta,2017,Dalam,2,SMAN 30,IPS,74
Jakarta,2017,Dalam,2,SMAN 31,IPA,87
Jakarta,2017,Dalam,2,SMAN 31,IPS,87
Jakarta,2017,Dalam,2,SMAN 31,BAHASA,22
Jakarta,2017,Dalam,2,SMAN 32,IPA,87
Jakarta,2017,Dalam,2,SMAN 32,IPS,88
Jakarta,2017,Dalam,2,SMAN 33,IPA,86
Jakarta,2017,Dalam,2,SMAN 33,IPS,64
Jakarta,2017,Dalam,2,SMAN 33,BAHASA,21
Jakarta,2017,Dalam,2,SMAN 34,IPA,105
Jakarta,2017,Dalam,2,SMAN 34,IPS,62
Jakarta,2017,Dalam,2,SMAN 35,IPA,42
Jakarta,2017,Dalam,2,SMAN 35,IPS,63
Jakarta,2017,Dalam,2,SMAN 35,BAHASA,20
Jakarta,2017,Dalam,2,SMAN 36,IPA,66
Jakarta,2017,Dalam,2,SMAN 36,IPS,66
Jakarta,2017,Dalam,2,SMAN 37,IPA,87
Jakarta,2017,Dalam,2,SMAN 37,IPS,68
Jakarta,2017,Dalam,2,SMAN 38,IPA,88
Jakarta,2017,Dalam,2,SMAN 38,IPS,67
Jakarta,2017,Dalam,2,SMAN 39,IPA,89
Jakarta,2017,Dalam,2,SMAN 39,IPS,34
Jakarta,2017,Dalam,2,SMAN 40,IPA,61
Jakarta,2017,Dalam,2,SMAN 40,IPS,86
Jakarta,2017,Dalam,2,SMAN 41,IPA,67
Jakarta,2017,Dalam,2,SMAN 41,IPS,92
Jakarta,2017,Dalam,2,SMAN 42,IPA,95
Jakarta,2017,Dalam,2,SMAN 42,IPS,61
Jakarta,2017,Dalam,2,SMAN 43,IPA,55
Jakarta,2017,Dalam,2,SMAN 43,IPS,54
Jakarta,2017,Dalam,2,SMAN 44,IPA,87
Jakarta,2017,Dalam,2,SMAN 44,IPS,62
Jakarta,2017,Dalam,2,SMAN 45,IPA,87
Jakarta,2017,Dalam,2,SMAN 45,IPS,90
Jakarta,2017,Dalam,2,SMAN 46,IPA,93
Jakarta,2017,Dalam,2,SMAN 46,IPS,121
Jakarta,2017,Dalam,2,SMAN 47,IPA,86
Jakarta,2017,Dalam,2,SMAN 47,IPS,88
Jakarta,2017,Dalam,2,SMAN 48,IPA,105
Jakarta,2017,Dalam,2,SMAN 48,IPS,65
Jakarta,2017,Dalam,2,SMAN 49,IPA,80
Jakarta,2017,Dalam,2,SMAN 49,IPS,40
Jakarta,2017,Dalam,2,SMAN 50,IPA,66
Jakarta,2017,Dalam,2,SMAN 50,IPS,88
Jakarta,2017,Dalam,2,SMAN 51,IPA,86
Jakarta,2017,Dalam,2,SMAN 51,IPS,88
Jakarta,2017,Dalam,2,SMAN 52,IPA,73
Jakarta,2017,Dalam,2,SMAN 52,IPS,75
Jakarta,2017,Dalam,2,SMAN 53,IPA,92
Jakarta,2017,Dalam,2,SMAN 53,IPS,67
Jakarta,2017,Dalam,2,SMAN 54,IPA,87
Jakarta,2017,Dalam,2,SMAN 54,IPS,77
Jakarta,2017,Dalam,2,SMAN 55,IPA,88
Jakarta,2017,Dalam,2,SMAN 55,IPS,86
Jakarta,2017,Dalam,2,SMAN 56,IPA,44
Jakarta,2017,Dalam,2,SMAN 56,IPS,44
Jakarta,2017,Dalam,2,SMAN 56,BAHASA,21
Jakarta,2017,Dalam,2,SMAN 57,IPA,67
Jakarta,2017,Dalam,2,SMAN 57,IPS,68
Jakarta,2017,Dalam,2,SMAN 58,IPA,72
Jakarta,2017,Dalam,2,SMAN 58,IPS,74
Jakarta,2017,Dalam,2,SMAN 59,IPA,80
Jakarta,2017,Dalam,2,SMAN 59,IPS,57
Jakarta,2017,Dalam,2,SMAN 60,IPA,61
Jakarta,2017,Dalam,2,SMAN 60,IPS,79
Jakarta,2017,Dalam,2,SMAN 61,IPA,86
Jakarta,2017,Dalam,2,SMAN 61,IPS,41
Jakarta,2017,Dalam,2,SMAN 62,IPA,55
Jakarta,2017,Dalam,2,SMAN 62,IPS,52
Jakarta,2017,Dalam,2,SMAN 63,IPA,56
Jakarta,2017,Dalam,2,SMAN 63,IPS,56
Jakarta,2017,Dalam,2,SMAN 64,IPA,65
Jakarta,2017,Dalam,2,SMAN 64,IPS,85
Jakarta,2017,Dalam,2,SMAN 65,IPA,69
Jakarta,2017,Dalam,2,SMAN 65,IPS,43
Jakarta,2017,Dalam,2,SMAN 66,IPA,66
Jakarta,2017,Dalam,2,SMAN 66,IPS,82
Jakarta,2017,Dalam,2,SMAN 67,IPA,54
Jakarta,2017,Dalam,2,SMAN 67,IPS,75
Jakarta,2017,Dalam,2,SMAN 68,IPA,92
Jakarta,2017,Dalam,2,SMAN 68,IPS,57
Jakarta,2017,Dalam,2,SMAN 70,IPA,159
Jakarta,2017,Dalam,2,SMAN 70,IPS,38
Jakarta,2017,Dalam,2,SMAN 71,IPA,85
Jakarta,2017,Dalam,2,SMAN 71,IPS,82
Jakarta,2017,Dalam,2,SMAN 72,IPA,87
Jakarta,2017,Dalam,2,SMAN 72,IPS,67
Jakarta,2017,Dalam,2,SMAN 72,BAHASA,22
Jakarta,2017,Dalam,2,SMAN 73,IPA,41
Jakarta,2017,Dalam,2,SMAN 73,IPS,84
Jakarta,2017,Dalam,2,SMAN 74,IPA,69
Jakarta,2017,Dalam,2,SMAN 74,IPS,92
Jakarta,2017,Dalam,2,SMAN 75,IPA,86
Jakarta,2017,Dalam,2,SMAN 75,IPS,64
Jakarta,2017,Dalam,2,SMAN 76,IPA,67
Jakarta,2017,Dalam,2,SMAN 76,IPS,43
Jakarta,2017,Dalam,2,SMAN 77,IPA,63
Jakarta,2017,Dalam,2,SMAN 77,IPS,62
Jakarta,2017,Dalam,2,SMAN 78,IPA,151
Jakarta,2017,Dalam,2,SMAN 78,IPS,41
Jakarta,2017,Dalam,2,SMAN 78,BAHASA,21
Jakarta,2017,Dalam,2,SMAN 79,IPA,38
Jakarta,2017,Dalam,2,SMAN 79,IPS,61
Jakarta,2017,Dalam,2,SMAN 80,IPA,85
Jakarta,2017,Dalam,2,SMAN 80,IPS,65
Jakarta,2017,Dalam,2,SMAN 81,IPA,96
Jakarta,2017,Dalam,2,SMAN 81,IPS,39
Jakarta,2017,Dalam,2,SMAN 82,IPA,60
Jakarta,2017,Dalam,2,SMAN 82,IPS,55
Jakarta,2017,Dalam,2,SMAN 83,IPA,43
Jakarta,2017,Dalam,2,SMAN 83,IPS,70
Jakarta,2017,Dalam,2,SMAN 84,IPA,64
Jakarta,2017,Dalam,2,SMAN 84,IPS,65
Jakarta,2017,Dalam,2,SMAN 84,BAHASA,21
Jakarta,2017,Dalam,2,SMAN 85,IPA,87
Jakarta,2017,Dalam,2,SMAN 85,IPS,42
Jakarta,2017,Dalam,2,SMAN 86,IPA,70
Jakarta,2017,Dalam,2,SMAN 86,IPS,69
Jakarta,2017,Dalam,2,SMAN 87,IPA,66
Jakarta,2017,Dalam,2,SMAN 87,IPS,66
Jakarta,2017,Dalam,2,SMAN 88,IPA,46
Jakarta,2017,Dalam,2,SMAN 88,IPS,67
Jakarta,2017,Dalam,2,SMAN 89,IPA,64
Jakarta,2017,Dalam,2,SMAN 89,IPS,65
Jakarta,2017,Dalam,2,SMAN 90,IPA,105
Jakarta,2017,Dalam,2,SMAN 90,IPS,89
Jakarta,2017,Dalam,2,SMAN 91,IPA,53
Jakarta,2017,Dalam,2,SMAN 91,IPS,56
Jakarta,2017,Dalam,2,SMAN 92,IPA,73
Jakarta,2017,Dalam,2,SMAN 92,IPS,54
Jakarta,2017,Dalam,2,SMAN 92,BAHASA,20
Jakarta,2017,Dalam,2,SMAN 93,IPA,80
Jakarta,2017,Dalam,2,SMAN 93,IPS,49
Jakarta,2017,Dalam,2,SMAN 94,IPA,67
Jakarta,2017,Dalam,2,SMAN 94,IPS,66
Jakarta,2017,Dalam,2,SMAN 95,IPA,79
Jakarta,2017,Dalam,2,SMAN 95,IPS,79
Jakarta,2017,Dalam,2,SMAN 95,BAHASA,19
Jakarta,2017,Dalam,2,SMAN 96,IPA,68
Jakarta,2017,Dalam,2,SMAN 96,IPS,93
Jakarta,2017,Dalam,2,SMAN 97,IPA,62
Jakarta,2017,Dalam,2,SMAN 97,IPS,126
Jakarta,2017,Dalam,2,SMAN 98,IPA,109
Jakarta,2017,Dalam,2,SMAN 98,IPS,84
Jakarta,2017,Dalam,2,SMAN 99,IPA,97
Jakarta,2017,Dalam,2,SMAN 99,IPS,77
Jakarta,2017,Dalam,2,SMAN 100,IPA,56
Jakarta,2017,Dalam,2,SMAN 100,IPS,58
Jakarta,2017,Dalam,2,SMAN 101,IPA,87
Jakarta,2017,Dalam,2,SMAN 101,IPS,93
Jakarta,2017,Dalam,2,SMAN 102,IPA,59
Jakarta,2017,Dalam,2,SMAN 102,IPS,81
Jakarta,2017,Dalam,2,SMAN 103,IPA,59
Jakarta,2017,Dalam,2,SMAN 103,IPS,79
Jakarta,2017,Dalam,2,SMAN 104,IPA,106
Jakarta,2017,Dalam,2,SMAN 104,IPS,64
Jakarta,2017,Dalam,2,SMAN 105,IPA,86
Jakarta,2017,Dalam,2,SMAN 105,IPS,64
Jakarta,2017,Dalam,2,SMAN 106,IPA,63
Jakarta,2017,Dalam,2,SMAN 106,IPS,88
Jakarta,2017,Dalam,2,SMAN 107,IPA,66
Jakarta,2017,Dalam,2,SMAN 107,IPS,67
Jakarta,2017,Dalam,2,SMAN 108,IPA,45
Jakarta,2017,Dalam,2,SMAN 108,IPS,66
Jakarta,2017,Dalam,2,SMAN 109,IPA,87
Jakarta,2017,Dalam,2,SMAN 109,IPS,69
Jakarta,2017,Dalam,2,SMAN 110,IPA,65
Jakarta,2017,Dalam,2,SMAN 110,IPS,87
Jakarta,2017,Dalam,2,SMAN 110,BAHASA,23
Jakarta,2017,Dalam,2,SMAN 111,IPA,37
Jakarta,2017,Dalam,2,SMAN 111,IPS,37
Jakarta,2017,Dalam,2,SMAN 112,IPA,109
Jakarta,2017,Dalam,2,SMAN 112,IPS,59
Jakarta,2017,Dalam,2,SMAN 113,IPA,73
Jakarta,2017,Dalam,2,SMAN 113,IPS,71
Jakarta,2017,Dalam,2,SMAN 113,BAHASA,17
Jakarta,2017,Dalam,2,SMAN 114,IPA,49
Jakarta,2017,Dalam,2,SMAN 114,IPS,51
Jakarta,2017,Dalam,2,SMAN 115,IPA,48
Jakarta,2017,Dalam,2,SMAN 115,IPS,50
Jakarta,2017,Dalam,3,SMAN 2,IPA,5
Jakarta,2017,Dalam,3,SMAN 2,IPS,1
Jakarta,2017,Dalam,3,SMAN 3,IPA,12
Jakarta,2017,Dalam,3,SMAN 3,IPS,1
Jakarta,2017,Dalam,3,SMAN 4,IPA,1
Jakarta,2017,Dalam,3,SMAN 4,IPS,0
Jakarta,2017,Dalam,3,SMAN 4,BAHASA,1
Jakarta,2017,Dalam,3,SMAN 5,IPA,1
Jakarta,2017,Dalam,3,SMAN 5,IPS,1
Jakarta,2017,Dalam,3,SMAN 6,IPA,1
Jakarta,2017,Dalam,3,SMAN 6,IPS,5
Jakarta,2017,Dalam,3,SMAN 7,IPA,0
Jakarta,2017,Dalam,3,SMAN 7,IPS,3
Jakarta,2017,Dalam,3,SMAN 8,IPA,3
Jakarta,2017,Dalam,3,SMAN 8,IPS,0
Jakarta,2017,Dalam,3,SMAN 9,IPA,1
Jakarta,2017,Dalam,3,SMAN 9,IPS,0
Jakarta,2017,Dalam,3,SMAN 10,IPA,5
Jakarta,2017,Dalam,3,SMAN 10,IPS,1
Jakarta,2017,Dalam,3,SMAN 11,IPA,0
Jakarta,2017,Dalam,3,SMAN 11,IPS,1
Jakarta,2017,Dalam,3,SMAN 12,IPA,0
Jakarta,2017,Dalam,3,SMAN 12,IPS,3
Jakarta,2017,Dalam,3,SMAN 13,IPA,0
Jakarta,2017,Dalam,3,SMAN 13,IPS,1
Jakarta,2017,Dalam,3,SMAN 14,IPA,1
Jakarta,2017,Dalam,3,SMAN 14,IPS,0
Jakarta,2017,Dalam,3,SMAN 15,IPA,1
Jakarta,2017,Dalam,3,SMAN 15,IPS,1
Jakarta,2017,Dalam,3,SMAN 16,IPA,2
Jakarta,2017,Dalam,3,SMAN 16,IPS,1
Jakarta,2017,Dalam,3,SMAN 17,IPA,0
Jakarta,2017,Dalam,3,SMAN 17,IPS,5
Jakarta,2017,Dalam,3,SMAN 18,IPA,0
Jakarta,2017,Dalam,3,SMAN 18,IPS,1
Jakarta,2017,Dalam,3,SMAN 18,BAHASA,1
Jakarta,2017,Dalam,3,SMAN 19,IPA,22
Jakarta,2017,Dalam,3,SMAN 19,IPS,20
Jakarta,2017,Dalam,3,SMAN 20,IPA,2
Jakarta,2017,Dalam,3,SMAN 20,IPS,2
Jakarta,2017,Dalam,3,SMAN 21,IPA,1
Jakarta,2017,Dalam,3,SMAN 21,IPS,2
Jakarta,2017,Dalam,3,SMAN 22,IPA,2
Jakarta,2017,Dalam,3,SMAN 22,IPS,6
Jakarta,2017,Dalam,3,SMAN 23,IPA,1
Jakarta,2017,Dalam,3,SMAN 23,IPS,0
Jakarta,2017,Dalam,3,SMAN 24,IPA,1
Jakarta,2017,Dalam,3,SMAN 24,IPS,0
Jakarta,2017,Dalam,3,SMAN 25,IPA,3
Jakarta,2017,Dalam,3,SMAN 25,IPS,7
Jakarta,2017,Dalam,3,SMAN 26,IPA,3
Jakarta,2017,Dalam,3,SMAN 26,IPS,0
Jakarta,2017,Dalam,3,SMAN 27,IPA,2
Jakarta,2017,Dalam,3,SMAN 27,IPS,0
Jakarta,2017,Dalam,3,SMAN 28,IPA,0
Jakarta,2017,Dalam,3,SMAN 28,IPS,1
Jakarta,2017,Dalam,3,SMAN 29,IPA,1
Jakarta,2017,Dalam,3,SMAN 29,IPS,1
Jakarta,2017,Dalam,3,SMAN 30,IPA,1
Jakarta,2017,Dalam,3,SMAN 30,IPS,2
Jakarta,2017,Dalam,3,SMAN 31,IPA,1
Jakarta,2017,Dalam,3,SMAN 31,IPS,0
Jakarta,2017,Dalam,3,SMAN 31,BAHASA,0
Jakarta,2017,Dalam,3,SMAN 32,IPA,3
Jakarta,2017,Dalam,3,SMAN 32,IPS,0
Jakarta,2017,Dalam,3,SMAN 33,IPA,0
Jakarta,2017,Dalam,3,SMAN 33,IPS,1
Jakarta,2017,Dalam,3,SMAN 33,BAHASA,0
Jakarta,2017,Dalam,3,SMAN 34,IPA,3
Jakarta,2017,Dalam,3,SMAN 34,IPS,1
Jakarta,2017,Dalam,3,SMAN 35,IPA,0
Jakarta,2017,Dalam,3,SMAN 35,IPS,0
Jakarta,2017,Dalam,3,SMAN 35,BAHASA,2
Jakarta,2017,Dalam,3,SMAN 36,IPA,22
Jakarta,2017,Dalam,3,SMAN 36,IPS,20
Jakarta,2017,Dalam,3,SMAN 37,IPA,3
Jakarta,2017,Dalam,3,SMAN 37,IPS,1
Jakarta,2017,Dalam,3,SMAN 38,IPA,2
Jakarta,2017,Dalam,3,SMAN 38,IPS,0
Jakarta,2017,Dalam,3,SMAN 40,IPA,2
Jakarta,2017,Dalam,3,SMAN 40,IPS,4
Jakarta,2017,Dalam,3,SMAN 41,IPA,3
Jakarta,2017,Dalam,3,SMAN 41,IPS,2
Jakarta,2017,Dalam,3,SMAN 42,IPA,2
Jakarta,2017,Dalam,3,SMAN 42,IPS,3
Jakarta,2017,Dalam,3,SMAN 43,IPA,1
Jakarta,2017,Dalam,3,SMAN 43,IPS,1
Jakarta,2017,Dalam,3,SMAN 44,IPA,1
Jakarta,2017,Dalam,3,SMAN 44,IPS,0
Jakarta,2017,Dalam,3,SMAN 45,IPA,3
Jakarta,2017,Dalam,3,SMAN 45,IPS,3
Jakarta,2017,Dalam,3,SMAN 46,IPA,1
Jakarta,2017,Dalam,3,SMAN 46,IPS,3
Jakarta,2017,Dalam,3,SMAN 47,IPA,2
Jakarta,2017,Dalam,3,SMAN 47,IPS,1
Jakarta,2017,Dalam,3,SMAN 48,IPA,1
Jakarta,2017,Dalam,3,SMAN 48,IPS,2
Jakarta,2017,Dalam,3,SMAN 49,IPA,1
Jakarta,2017,Dalam,3,SMAN 49,IPS,0
Jakarta,2017,Dalam,3,SMAN 50,IPA,4
Jakarta,2017,Dalam,3,SMAN 50,IPS,1
Jakarta,2017,Dalam,3,SMAN 51,IPA,1
Jakarta,2017,Dalam,3,SMAN 51,IPS,3
Jakarta,2017,Dalam,3,SMAN 52,IPA,1
Jakarta,2017,Dalam,3,SMAN 52,IPS,0
Jakarta,2017,Dalam,3,SMAN 53,IPA,4
Jakarta,2017,Dalam,3,SMAN 53,IPS,2
Jakarta,2017,Dalam,3,SMAN 54,IPA,1
Jakarta,2017,Dalam,3,SMAN 54,IPS,0
Jakarta,2017,Dalam,3,SMAN 55,IPA,4
Jakarta,2017,Dalam,3,SMAN 55,IPS,1
Jakarta,2017,Dalam,3,SMAN 57,IPA,2
Jakarta,2017,Dalam,3,SMAN 57,IPS,2
Jakarta,2017,Dalam,3,SMAN 59,IPA,0
Jakarta,2017,Dalam,3,SMAN 59,IPS,5
Jakarta,2017,Dalam,3,SMAN 60,IPA,4
Jakarta,2017,Dalam,3,SMAN 60,IPS,3
Jakarta,2017,Dalam,3,SMAN 61,IPA,2
Jakarta,2017,Dalam,3,SMAN 61,IPS,0
Jakarta,2017,Dalam,3,SMAN 62,IPA,1
Jakarta,2017,Dalam,3,SMAN 62,IPS,2
Jakarta,2017,Dalam,3,SMAN 63,IPA,1
Jakarta,2017,Dalam,3,SMAN 63,IPS,1
Jakarta,2017,Dalam,3,SMAN 64,IPA,2
Jakarta,2017,Dalam,3,SMAN 64,IPS,2
Jakarta,2017,Dalam,3,SMAN 65,IPA,0
Jakarta,2017,Dalam,3,SMAN 65,IPS,1
Jakarta,2017,Dalam,3,SMAN 66,IPA,4
Jakarta,2017,Dalam,3,SMAN 66,IPS,3
Jakarta,2017,Dalam,3,SMAN 68,IPA,2
Jakarta,2017,Dalam,3,SMAN 68,IPS,1
Jakarta,2017,Dalam,3,SMAN 70,IPA,4
Jakarta,2017,Dalam,3,SMAN 70,IPS,1
Jakarta,2017,Dalam,3,SMAN 71,IPA,2
Jakarta,2017,Dalam,3,SMAN 71,IPS,0
Jakarta,2017,Dalam,3,SMAN 72,IPA,4
Jakarta,2017,Dalam,3,SMAN 72,IPS,2
Jakarta,2017,Dalam,3,SMAN 72,BAHASA,0
Jakarta,2017,Dalam,3,SMAN 73,IPA,0
Jakarta,2017,Dalam,3,SMAN 73,IPS,3
Jakarta,2017,Dalam,3,SMAN 74,IPA,3
Jakarta,2017,Dalam,3,SMAN 74,IPS,4
Jakarta,2017,Dalam,3,SMAN 75,IPA,0
Jakarta,2017,Dalam,3,SMAN 75,IPS,1
Jakarta,2017,Dalam,3,SMAN 76,IPA,2
Jakarta,2017,Dalam,3,SMAN 76,IPS,2
Jakarta,2017,Dalam,3,SMAN 78,IPA,1
Jakarta,2017,Dalam,3,SMAN 78,IPS,2
Jakarta,2017,Dalam,3,SMAN 78,BAHASA,1
Jakarta,2017,Dalam,3,SMAN 79,IPA,2
Jakarta,2017,Dalam,3,SMAN 79,IPS,4
Jakarta,2017,Dalam,3,SMAN 80,IPA,1
Jakarta,2017,Dalam,3,SMAN 80,IPS,1
Jakarta,2017,Dalam,3,SMAN 81,IPA,1
Jakarta,2017,Dalam,3,SMAN 81,IPS,0
Jakarta,2017,Dalam,3,SMAN 82,IPA,3
Jakarta,2017,Dalam,3,SMAN 82,IPS,3
Jakarta,2017,Dalam,3,SMAN 83,IPA,1
Jakarta,2017,Dalam,3,SMAN 83,IPS,4
Jakarta,2017,Dalam,3,SMAN 84,IPA,0
Jakarta,2017,Dalam,3,SMAN 84,IPS,1
Jakarta,2017,Dalam,3,SMAN 84,BAHASA,0
Jakarta,2017,Dalam,3,SMAN 85,IPA,3
Jakarta,2017,Dalam,3,SMAN 85,IPS,1
Jakarta,2017,Dalam,3,SMAN 86,IPA,0
Jakarta,2017,Dalam,3,SMAN 86,IPS,3
Jakarta,2017,Dalam,3,SMAN 87,IPA,3
Jakarta,2017,Dalam,3,SMAN 87,IPS,2
Jakarta,2017,Dalam,3,SMAN 88,IPA,1
Jakarta,2017,Dalam,3,SMAN 88,IPS,0
Jakarta,2017,Dalam,3,SMAN 89,IPA,0
Jakarta,2017,Dalam,3,SMAN 89,IPS,1
Jakarta,2017,Dalam,3,SMAN 90,IPA,1
Jakarta,2017,Dalam,3,SMAN 90,IPS,0
Jakarta,2017,Dalam,3,SMAN 93,IPA,1
Jakarta,2017,Dalam,3,SMAN 93,IPS,1
Jakarta,2017,Dalam,3,SMAN 94,IPA,1
Jakarta,2017,Dalam,3,SMAN 94,IPS,0
Jakarta,2017,Dalam,3,SMAN 96,IPA,2
Jakarta,2017,Dalam,3,SMAN 96,IPS,4
Jakarta,2017,Dalam,3,SMAN 97,IPA,2
Jakarta,2017,Dalam,3,SMAN 97,IPS,2
Jakarta,2017,Dalam,3,SMAN 98,IPA,2
Jakarta,2017,Dalam,3,SMAN 98,IPS,0
Jakarta,2017,Dalam,3,SMAN 99,IPA,1
Jakarta,2017,Dalam,3,SMAN 99,IPS,0
Jakarta,2017,Dalam,3,SMAN 100,IPA,2
Jakarta,2017,Dalam,3,SMAN 100,IPS,5
Jakarta,2017,Dalam,3,SMAN 101,IPA,3
Jakarta,2017,Dalam,3,SMAN 101,IPS,2
Jakarta,2017,Dalam,3,SMAN 103,IPA,0
Jakarta,2017,Dalam,3,SMAN 103,IPS,1
Jakarta,2017,Dalam,3,SMAN 104,IPA,0
Jakarta,2017,Dalam,3,SMAN 104,IPS,1
Jakarta,2017,Dalam,3,SMAN 105,IPA,1
Jakarta,2017,Dalam,3,SMAN 105,IPS,1
Jakarta,2017,Dalam,3,SMAN 107,IPA,1
Jakarta,2017,Dalam,3,SMAN 107,IPS,3
Jakarta,2017,Dalam,3,SMAN 108,IPA,2
Jakarta,2017,Dalam,3,SMAN 108,IPS,2
Jakarta,2017,Dalam,3,SMAN 109,IPA,2
Jakarta,2017,Dalam,3,SMAN 109,IPS,1
Jakarta,2017,Dalam,3,SMAN 111,IPA,11
Jakarta,2017,Dalam,3,SMAN 111,IPS,11
Jakarta,2017,Dalam,3,SMAN 112,IPA,2
Jakarta,2017,Dalam,3,SMAN 112,IPS,3
Jakarta,2017,Dalam,3,SMAN 113,IPA,0
Jakarta,2017,Dalam,3,SMAN 113,IPS,1
Jakarta,2017,Dalam,3,SMAN 113,BAHASA,0
Jakarta,2017,Dalam,3,SMAN 114,IPA,1
Jakarta,2017,Dalam,3,SMAN 114,IPS,0
Jakarta,2017,Dalam,3,SMAN 115,IPA,6
Jakarta,2017,Dalam,3,SMAN 115,IPS,1
Jakarta,2017,Luar,-,SMAN 1,IPA,7
Jakarta,2017,Luar,-,SMAN 1,IPS,7
Jakarta,2017,Luar,-,SMAN 2,IPA,7
Jakarta,2017,Luar,-,SMAN 2,IPS,5
Jakarta,2017,Luar,-,SMAN 3,IPA,9
Jakarta,2017,Luar,-,SMAN 3,IPS,7
Jakarta,2017,Luar,-,SMAN 4,IPA,5
Jakarta,2017,Luar,-,SMAN 4,IPS,2
Jakarta,2017,Luar,-,SMAN 4,BAHASA,2
Jakarta,2017,Luar,-,SMAN 5,IPA,7
Jakarta,2017,Luar,-,SMAN 5,IPS,7
Jakarta,2017,Luar,-,SMAN 6,IPA,9
Jakarta,2017,Luar,-,SMAN 6,IPS,7
Jakarta,2017,Luar,-,SMAN 7,IPA,5
Jakarta,2017,Luar,-,SMAN 7,IPS,3
Jakarta,2017,Luar,-,SMAN 8,IPA,14
Jakarta,2017,Luar,-,SMAN 8,IPS,2
Jakarta,2017,Luar,-,SMAN 9,IPA,7
Jakarta,2017,Luar,-,SMAN 9,IPS,5
Jakarta,2017,Luar,-,SMAN 10,IPA,4
Jakarta,2017,Luar,-,SMAN 10,IPS,5
