Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Indikator,Nilai
Jakarta,2017,Dalam,3,SMAN 109,IPS,Rata-rata,77.75
Jakarta,2017,Dalam,3,SMAN 111,IPA,Terendah,64.38
Jakarta,2017,Dalam,3,SMAN 111,IPA,Tertinggi,72
Jakarta,2017,Dalam,3,SMAN 111,IPA,Rata-rata,65.58
Jakarta,2017,Dalam,3,SMAN 111,IPS,Terendah,64.25
Jakarta,2017,Dalam,3,SMAN 111,IPS,Tertinggi,66.75
Jakarta,2017,Dalam,3,SMAN 111,IPS,Rata-rata,64.98
Jakarta,2017,Dalam,3,SMAN 112,IPA,Terendah,81.75
Jakarta,2017,Dalam,3,SMAN 112,IPA,Tertinggi,87.25
Jakarta,2017,Dalam,3,SMAN 112,IPA,Rata-rata,84.5
Jakarta,2017,Dalam,3,SMAN 112,IPS,Terendah,76.38
Jakarta,2017,Dalam,3,SMAN 112,IPS,Tertinggi,79.5
Jakarta,2017,Dalam,3,SMAN 112,IPS,Rata-rata,78.38
Jakarta,2017,Dalam,3,SMAN 113,IPA,Terendah,0
Jakarta,2017,Dalam,3,SMAN 113,IPA,Tertinggi,0
Jakarta,2017,Dalam,3,SMAN 113,IPA,Rata-rata,0
Jakarta,2017,Dalam,3,SMAN 113,IPS,Terendah,73.63
Jakarta,2017,Dalam,3,SMAN 113,IPS,Tertinggi,73.63
Jakarta,2017,Dalam,3,SMAN 113,IPS,Rata-rata,73.63
Jakarta,2017,Dalam,3,SMAN 114,IPA,Terendah,71.5
Jakarta,2017,Dalam,3,SMAN 114,IPA,Tertinggi,71.5
Jakarta,2017,Dalam,3,SMAN 114,IPA,Rata-rata,71.5
Jakarta,2017,Dalam,3,SMAN 114,IPS,Terendah,0
Jakarta,2017,Dalam,3,SMAN 114,IPS,Tertinggi,0
Jakarta,2017,Dalam,3,SMAN 114,IPS,Rata-rata,0
Jakarta,2017,Dalam,3,SMAN 115,IPA,Terendah,65.38
Jakarta,2017,Dalam,3,SMAN 115,IPA,Tertinggi,66.88
Jakarta,2017,Dalam,3,SMAN 115,IPA,Rata-rata,66.04
Jakarta,2017,Dalam,3,SMAN 115,IPS,Terendah,68.13
Jakarta,2017,Dalam,3,SMAN 115,IPS,Tertinggi,68.13
Jakarta,2017,Dalam,3,SMAN 115,IPS,Rata-rata,68.13
Jakarta,2017,Luar,-,SMAN 1,IPA,Terendah,83.63
Jakarta,2017,Luar,-,SMAN 1,IPA,Tertinggi,88.75
Jakarta,2017,Luar,-,SMAN 1,IPA,Rata-rata,85.73
Jakarta,2017,Luar,-,SMAN 1,IPS,Terendah,77.38
Jakarta,2017,Luar,-,SMAN 1,IPS,Tertinggi,83.5
Jakarta,2017,Luar,-,SMAN 1,IPS,Rata-rata,80.23
Jakarta,2017,Luar,-,SMAN 2,IPA,Terendah,85.13
Jakarta,2017,Luar,-,SMAN 2,IPA,Tertinggi,92.88
Jakarta,2017,Luar,-,SMAN 2,IPA,Rata-rata,88.18
Jakarta,2017,Luar,-,SMAN 2,IPS,Terendah,78.5
Jakarta,2017,Luar,-,SMAN 2,IPS,Tertinggi,84.13
Jakarta,2017,Luar,-,SMAN 2,IPS,Rata-rata,80.28
Jakarta,2017,Luar,-,SMAN 3,IPA,Terendah,87.25
Jakarta,2017,Luar,-,SMAN 3,IPA,Tertinggi,92.13
Jakarta,2017,Luar,-,SMAN 3,IPA,Rata-rata,88.47
Jakarta,2017,Luar,-,SMAN 3,IPS,Terendah,82.75
Jakarta,2017,Luar,-,SMAN 3,IPS,Tertinggi,87.13
Jakarta,2017,Luar,-,SMAN 3,IPS,Rata-rata,85.96
Jakarta,2017,Luar,-,SMAN 4,IPA,Terendah,80.63
Jakarta,2017,Luar,-,SMAN 4,IPA,Tertinggi,90.25
Jakarta,2017,Luar,-,SMAN 4,IPA,Rata-rata,83.8
Jakarta,2017,Luar,-,SMAN 4,IPS,Terendah,75.63
Jakarta,2017,Luar,-,SMAN 4,IPS,Tertinggi,75.75
Jakarta,2017,Luar,-,SMAN 4,IPS,Rata-rata,75.69
Jakarta,2017,Luar,-,SMAN 5,IPA,Terendah,74.75
Jakarta,2017,Luar,-,SMAN 5,IPA,Tertinggi,90.5
Jakarta,2017,Luar,-,SMAN 5,IPA,Rata-rata,80.14
Jakarta,2017,Luar,-,SMAN 5,IPS,Terendah,65.88
Jakarta,2017,Luar,-,SMAN 5,IPS,Tertinggi,76.13
Jakarta,2017,Luar,-,SMAN 5,IPS,Rata-rata,69.91
Jakarta,2017,Luar,-,SMAN 6,IPA,Terendah,89.63
Jakarta,2017,Luar,-,SMAN 6,IPA,Tertinggi,90.88
Jakarta,2017,Luar,-,SMAN 6,IPA,Rata-rata,90.24
Jakarta,2017,Luar,-,SMAN 6,IPS,Terendah,87.5
Jakarta,2017,Luar,-,SMAN 6,IPS,Tertinggi,89.13
Jakarta,2017,Luar,-,SMAN 6,IPS,Rata-rata,88.21
Jakarta,2017,Luar,-,SMAN 7,IPA,Terendah,75.63
Jakarta,2017,Luar,-,SMAN 7,IPA,Tertinggi,84.75
Jakarta,2017,Luar,-,SMAN 7,IPA,Rata-rata,80.2
Jakarta,2017,Luar,-,SMAN 7,IPS,Terendah,73.75
Jakarta,2017,Luar,-,SMAN 7,IPS,Tertinggi,79.13
Jakarta,2017,Luar,-,SMAN 7,IPS,Rata-rata,76.67
Jakarta,2017,Luar,-,SMAN 8,IPA,Terendah,94
Jakarta,2017,Luar,-,SMAN 8,IPA,Tertinggi,96.13
Jakarta,2017,Luar,-,SMAN 8,IPA,Rata-rata,94.81
Jakarta,2017,Luar,-,SMAN 8,IPS,Terendah,92.5
Jakarta,2017,Luar,-,SMAN 8,IPS,Tertinggi,92.75
Jakarta,2017,Luar,-,SMAN 8,IPS,Rata-rata,92.63
Jakarta,2017,Luar,-,SMAN 9,IPA,Terendah,82.38
Jakarta,2017,Luar,-,SMAN 9,IPA,Tertinggi,90.13
Jakarta,2017,Luar,-,SMAN 9,IPA,Rata-rata,84.05
Jakarta,2017,Luar,-,SMAN 9,IPS,Terendah,78.13
Jakarta,2017,Luar,-,SMAN 9,IPS,Tertinggi,80
Jakarta,2017,Luar,-,SMAN 9,IPS,Rata-rata,78.83
Jakarta,2017,Luar,-,SMAN 10,IPA,Terendah,79.13
Jakarta,2017,Luar,-,SMAN 10,IPA,Tertinggi,83.38
Jakarta,2017,Luar,-,SMAN 10,IPA,Rata-rata,80.5
Jakarta,2017,Luar,-,SMAN 10,IPS,Terendah,71.63
Jakarta,2017,Luar,-,SMAN 10,IPS,Tertinggi,74.75
Jakarta,2017,Luar,-,SMAN 10,IPS,Rata-rata,72.98
Jakarta,2017,Luar,-,SMAN 11,IPA,Terendah,82.88
Jakarta,2017,Luar,-,SMAN 11,IPA,Tertinggi,87.5
Jakarta,2017,Luar,-,SMAN 11,IPA,Rata-rata,85.05
Jakarta,2017,Luar,-,SMAN 11,IPS,Terendah,73.5
Jakarta,2017,Luar,-,SMAN 11,IPS,Tertinggi,82.5
Jakarta,2017,Luar,-,SMAN 11,IPS,Rata-rata,76.48
Jakarta,2017,Luar,-,SMAN 12,IPA,Terendah,90.25
Jakarta,2017,Luar,-,SMAN 12,IPA,Tertinggi,91.63
Jakarta,2017,Luar,-,SMAN 12,IPA,Rata-rata,90.88
Jakarta,2017,Luar,-,SMAN 12,IPS,Terendah,83.75
Jakarta,2017,Luar,-,SMAN 12,IPS,Tertinggi,87.38
Jakarta,2017,Luar,-,SMAN 12,IPS,Rata-rata,85.45
Jakarta,2017,Luar,-,SMAN 13,IPA,Terendah,83.75
Jakarta,2017,Luar,-,SMAN 13,IPA,Tertinggi,89.5
Jakarta,2017,Luar,-,SMAN 13,IPA,Rata-rata,85.5
Jakarta,2017,Luar,-,SMAN 13,IPS,Terendah,74.88
Jakarta,2017,Luar,-,SMAN 13,IPS,Tertinggi,82.5
Jakarta,2017,Luar,-,SMAN 13,IPS,Rata-rata,78.78
Jakarta,2017,Luar,-,SMAN 14,IPA,Terendah,89.75
Jakarta,2017,Luar,-,SMAN 14,IPA,Tertinggi,91.38
Jakarta,2017,Luar,-,SMAN 14,IPA,Rata-rata,90.64
Jakarta,2017,Luar,-,SMAN 14,IPS,Terendah,86.5
Jakarta,2017,Luar,-,SMAN 14,IPS,Tertinggi,87.5
Jakarta,2017,Luar,-,SMAN 14,IPS,Rata-rata,87
Jakarta,2017,Luar,-,SMAN 15,IPA,Terendah,63.75
Jakarta,2017,Luar,-,SMAN 15,IPA,Tertinggi,66
Jakarta,2017,Luar,-,SMAN 15,IPA,Rata-rata,65.13
Jakarta,2017,Luar,-,SMAN 15,IPS,Terendah,63.13
Jakarta,2017,Luar,-,SMAN 15,IPS,Tertinggi,65.88
Jakarta,2017,Luar,-,SMAN 15,IPS,Rata-rata,64.55
Jakarta,2017,Luar,-,SMAN 16,IPA,Terendah,78.75
Jakarta,2017,Luar,-,SMAN 16,IPA,Tertinggi,84.5
Jakarta,2017,Luar,-,SMAN 16,IPA,Rata-rata,81.82
Jakarta,2017,Luar,-,SMAN 16,IPS,Terendah,77.5
Jakarta,2017,Luar,-,SMAN 16,IPS,Tertinggi,80.38
Jakarta,2017,Luar,-,SMAN 16,IPS,Rata-rata,78.41
Jakarta,2017,Luar,-,SMAN 17,IPA,Terendah,73.25
Jakarta,2017,Luar,-,SMAN 17,IPA,Tertinggi,77.38
Jakarta,2017,Luar,-,SMAN 17,IPA,Rata-rata,75.5
Jakarta,2017,Luar,-,SMAN 17,IPS,Terendah,67.38
Jakarta,2017,Luar,-,SMAN 17,IPS,Tertinggi,69.88
Jakarta,2017,Luar,-,SMAN 17,IPS,Rata-rata,68.63
Jakarta,2017,Luar,-,SMAN 18,IPA,Terendah,62.88
Jakarta,2017,Luar,-,SMAN 18,IPA,Tertinggi,72.38
Jakarta,2017,Luar,-,SMAN 18,IPA,Rata-rata,69.03
Jakarta,2017,Luar,-,SMAN 18,IPS,Terendah,61
Jakarta,2017,Luar,-,SMAN 18,IPS,Tertinggi,75.75
Jakarta,2017,Luar,-,SMAN 18,IPS,Rata-rata,66.1
Jakarta,2017,Luar,-,SMAN 19,IPA,Terendah,72.38
Jakarta,2017,Luar,-,SMAN 19,IPA,Tertinggi,78.75
Jakarta,2017,Luar,-,SMAN 19,IPA,Rata-rata,75.05
Jakarta,2017,Luar,-,SMAN 19,IPS,Terendah,67.25
Jakarta,2017,Luar,-,SMAN 19,IPS,Tertinggi,76.88
Jakarta,2017,Luar,-,SMAN 19,IPS,Rata-rata,71.03
Jakarta,2017,Luar,-,SMAN 20,IPA,Terendah,77.63
Jakarta,2017,Luar,-,SMAN 20,IPA,Tertinggi,82.13
Jakarta,2017,Luar,-,SMAN 20,IPA,Rata-rata,79.5
Jakarta,2017,Luar,-,SMAN 20,IPS,Terendah,67.38
Jakarta,2017,Luar,-,SMAN 20,IPS,Tertinggi,70
Jakarta,2017,Luar,-,SMAN 20,IPS,Rata-rata,68.83
Jakarta,2017,Luar,-,SMAN 21,IPA,Terendah,89.75
Jakarta,2017,Luar,-,SMAN 21,IPA,Tertinggi,91.25
Jakarta,2017,Luar,-,SMAN 21,IPA,Rata-rata,90.45
Jakarta,2017,Luar,-,SMAN 21,IPS,Terendah,84
Jakarta,2017,Luar,-,SMAN 21,IPS,Tertinggi,95.13
Jakarta,2017,Luar,-,SMAN 21,IPS,Rata-rata,87.8
Jakarta,2017,Luar,-,SMAN 22,IPA,Terendah,74.25
Jakarta,2017,Luar,-,SMAN 22,IPA,Tertinggi,81
Jakarta,2017,Luar,-,SMAN 22,IPA,Rata-rata,76.29
Jakarta,2017,Luar,-,SMAN 22,IPS,Terendah,72
Jakarta,2017,Luar,-,SMAN 22,IPS,Tertinggi,75.75
Jakarta,2017,Luar,-,SMAN 22,IPS,Rata-rata,73.3
Jakarta,2017,Luar,-,SMAN 23,IPA,Terendah,76.13
Jakarta,2017,Luar,-,SMAN 23,IPA,Tertinggi,80.13
Jakarta,2017,Luar,-,SMAN 23,IPA,Rata-rata,77.7
Jakarta,2017,Luar,-,SMAN 23,IPS,Terendah,71.5
Jakarta,2017,Luar,-,SMAN 23,IPS,Tertinggi,75.38
Jakarta,2017,Luar,-,SMAN 23,IPS,Rata-rata,73.25
Jakarta,2017,Luar,-,SMAN 24,IPA,Terendah,84.63
Jakarta,2017,Luar,-,SMAN 24,IPA,Tertinggi,86.25
Jakarta,2017,Luar,-,SMAN 24,IPA,Rata-rata,85.03
Jakarta,2017,Luar,-,SMAN 24,IPS,Terendah,81.38
Jakarta,2017,Luar,-,SMAN 24,IPS,Tertinggi,83.63
Jakarta,2017,Luar,-,SMAN 24,IPS,Rata-rata,82.54
Jakarta,2017,Luar,-,SMAN 25,IPA,Terendah,74.25
Jakarta,2017,Luar,-,SMAN 25,IPA,Tertinggi,75.5
Jakarta,2017,Luar,-,SMAN 25,IPA,Rata-rata,74.97
Jakarta,2017,Luar,-,SMAN 25,IPS,Terendah,68.25
Jakarta,2017,Luar,-,SMAN 25,IPS,Tertinggi,71.75
Jakarta,2017,Luar,-,SMAN 25,IPS,Rata-rata,70.18
Jakarta,2017,Luar,-,SMAN 26,IPA,Terendah,90.38
Jakarta,2017,Luar,-,SMAN 26,IPA,Tertinggi,92.5
Jakarta,2017,Luar,-,SMAN 26,IPA,Rata-rata,91.68
Jakarta,2017,Luar,-,SMAN 26,IPS,Terendah,86.5
Jakarta,2017,Luar,-,SMAN 26,IPS,Tertinggi,89.75
Jakarta,2017,Luar,-,SMAN 26,IPS,Rata-rata,88.43
Jakarta,2017,Luar,-,SMAN 27,IPA,Terendah,75
Jakarta,2017,Luar,-,SMAN 27,IPA,Tertinggi,79
Jakarta,2017,Luar,-,SMAN 27,IPA,Rata-rata,76.38
Jakarta,2017,Luar,-,SMAN 27,IPS,Terendah,67.88
Jakarta,2017,Luar,-,SMAN 27,IPS,Tertinggi,78.38
Jakarta,2017,Luar,-,SMAN 27,IPS,Rata-rata,71.95
Jakarta,2017,Luar,-,SMAN 28,IPA,Terendah,93.5
Jakarta,2017,Luar,-,SMAN 28,IPA,Tertinggi,95.25
Jakarta,2017,Luar,-,SMAN 28,IPA,Rata-rata,94.07
Jakarta,2017,Luar,-,SMAN 28,IPS,Terendah,91
Jakarta,2017,Luar,-,SMAN 28,IPS,Tertinggi,94.75
Jakarta,2017,Luar,-,SMAN 28,IPS,Rata-rata,92.66
Jakarta,2017,Luar,-,SMAN 29,IPA,Terendah,87.63
Jakarta,2017,Luar,-,SMAN 29,IPA,Tertinggi,90.88
Jakarta,2017,Luar,-,SMAN 29,IPA,Rata-rata,88.71
Jakarta,2017,Luar,-,SMAN 29,IPS,Terendah,85.38
Jakarta,2017,Luar,-,SMAN 29,IPS,Tertinggi,87.5
Jakarta,2017,Luar,-,SMAN 29,IPS,Rata-rata,86.1
Jakarta,2017,Luar,-,SMAN 30,IPA,Terendah,77.13
Jakarta,2017,Luar,-,SMAN 30,IPA,Tertinggi,82.25
Jakarta,2017,Luar,-,SMAN 30,IPA,Rata-rata,78.8
Jakarta,2017,Luar,-,SMAN 30,IPS,Terendah,73
Jakarta,2017,Luar,-,SMAN 30,IPS,Tertinggi,78.75
Jakarta,2017,Luar,-,SMAN 30,IPS,Rata-rata,74.91
Jakarta,2017,Luar,-,SMAN 31,IPA,Terendah,80.75
Jakarta,2017,Luar,-,SMAN 31,IPA,Tertinggi,86.25
Jakarta,2017,Luar,-,SMAN 31,IPA,Rata-rata,82.39
Jakarta,2017,Luar,-,SMAN 31,IPS,Terendah,75.13
Jakarta,2017,Luar,-,SMAN 31,IPS,Tertinggi,83.63
Jakarta,2017,Luar,-,SMAN 31,IPS,Rata-rata,78.86
Jakarta,2017,Luar,-,SMAN 32,IPA,Terendah,85.75
Jakarta,2017,Luar,-,SMAN 32,IPA,Tertinggi,87.88
Jakarta,2017,Luar,-,SMAN 32,IPA,Rata-rata,86.68
Jakarta,2017,Luar,-,SMAN 32,IPS,Terendah,82.13
Jakarta,2017,Luar,-,SMAN 32,IPS,Tertinggi,85.38
Jakarta,2017,Luar,-,SMAN 32,IPS,Rata-rata,83.39
Jakarta,2017,Luar,-,SMAN 33,IPA,Terendah,90.5
Jakarta,2017,Luar,-,SMAN 33,IPA,Tertinggi,93.63
Jakarta,2017,Luar,-,SMAN 33,IPA,Rata-rata,91.68
Jakarta,2017,Luar,-,SMAN 33,IPS,Terendah,80.25
Jakarta,2017,Luar,-,SMAN 33,IPS,Tertinggi,82.88
Jakarta,2017,Luar,-,SMAN 33,IPS,Rata-rata,81.45
Jakarta,2017,Luar,-,SMAN 34,IPA,Terendah,92.63
Jakarta,2017,Luar,-,SMAN 34,IPA,Tertinggi,94.25
Jakarta,2017,Luar,-,SMAN 34,IPA,Rata-rata,93.11
Jakarta,2017,Luar,-,SMAN 34,IPS,Terendah,91
Jakarta,2017,Luar,-,SMAN 34,IPS,Tertinggi,92.38
Jakarta,2017,Luar,-,SMAN 34,IPS,Rata-rata,91.55
Jakarta,2017,Luar,-,SMAN 35,IPA,Terendah,83.88
Jakarta,2017,Luar,-,SMAN 35,IPA,Tertinggi,88.63
Jakarta,2017,Luar,-,SMAN 35,IPA,Rata-rata,86.83
Jakarta,2017,Luar,-,SMAN 35,IPS,Terendah,74.63
Jakarta,2017,Luar,-,SMAN 35,IPS,Tertinggi,78
Jakarta,2017,Luar,-,SMAN 35,IPS,Rata-rata,75.95
Jakarta,2017,Luar,-,SMAN 36,IPA,Terendah,75.38
Jakarta,2017,Luar,-,SMAN 36,IPA,Tertinggi,85
Jakarta,2017,Luar,-,SMAN 36,IPA,Rata-rata,79.27
Jakarta,2017,Luar,-,SMAN 36,IPS,Terendah,72.75
Jakarta,2017,Luar,-,SMAN 36,IPS,Tertinggi,77.25
Jakarta,2017,Luar,-,SMAN 36,IPS,Rata-rata,73.91
Jakarta,2017,Luar,-,SMAN 37,IPA,Terendah,79.88
Jakarta,2017,Luar,-,SMAN 37,IPA,Tertinggi,88.25
Jakarta,2017,Luar,-,SMAN 37,IPA,Rata-rata,81.73
Jakarta,2017,Luar,-,SMAN 37,IPS,Terendah,78.88
Jakarta,2017,Luar,-,SMAN 37,IPS,Tertinggi,80.38
Jakarta,2017,Luar,-,SMAN 37,IPS,Rata-rata,79.25
Jakarta,2017,Luar,-,SMAN 38,IPA,Terendah,91.88
Jakarta,2017,Luar,-,SMAN 38,IPA,Tertinggi,93
Jakarta,2017,Luar,-,SMAN 38,IPA,Rata-rata,92.38
Jakarta,2017,Luar,-,SMAN 38,IPS,Terendah,88.13
Jakarta,2017,Luar,-,SMAN 38,IPS,Tertinggi,91.63
Jakarta,2017,Luar,-,SMAN 38,IPS,Rata-rata,89.8
Jakarta,2017,Luar,-,SMAN 39,IPA,Terendah,93.13
Jakarta,2017,Luar,-,SMAN 39,IPA,Tertinggi,96
Jakarta,2017,Luar,-,SMAN 39,IPA,Rata-rata,94.13
Jakarta,2017,Luar,-,SMAN 39,IPS,Terendah,90.13
Jakarta,2017,Luar,-,SMAN 39,IPS,Tertinggi,92.13
Jakarta,2017,Luar,-,SMAN 39,IPS,Rata-rata,90.84
Jakarta,2017,Luar,-,SMAN 40,IPA,Terendah,65.13
Jakarta,2017,Luar,-,SMAN 40,IPA,Tertinggi,78.38
Jakarta,2017,Luar,-,SMAN 40,IPA,Rata-rata,68.69
Jakarta,2017,Luar,-,SMAN 40,IPS,Terendah,63.25
Jakarta,2017,Luar,-,SMAN 40,IPS,Tertinggi,66.88
Jakarta,2017,Luar,-,SMAN 40,IPS,Rata-rata,64.92
Jakarta,2017,Luar,-,SMAN 41,IPA,Terendah,62.13
Jakarta,2017,Luar,-,SMAN 41,IPA,Tertinggi,73.88
Jakarta,2017,Luar,-,SMAN 41,IPA,Rata-rata,68.65
Jakarta,2017,Luar,-,SMAN 41,IPS,Terendah,61.5
Jakarta,2017,Luar,-,SMAN 41,IPS,Tertinggi,72.5
Jakarta,2017,Luar,-,SMAN 41,IPS,Rata-rata,65.84
Jakarta,2017,Luar,-,SMAN 42,IPA,Terendah,86.75
Jakarta,2017,Luar,-,SMAN 42,IPA,Tertinggi,89.38
Jakarta,2017,Luar,-,SMAN 42,IPA,Rata-rata,87.89
Jakarta,2017,Luar,-,SMAN 42,IPS,Terendah,82.63
Jakarta,2017,Luar,-,SMAN 42,IPS,Tertinggi,84.75
Jakarta,2017,Luar,-,SMAN 42,IPS,Rata-rata,83.33
Jakarta,2017,Luar,-,SMAN 43,IPA,Terendah,78.25
Jakarta,2017,Luar,-,SMAN 43,IPA,Tertinggi,85.75
Jakarta,2017,Luar,-,SMAN 43,IPA,Rata-rata,79.98
Jakarta,2017,Luar,-,SMAN 43,IPS,Terendah,74.63
Jakarta,2017,Luar,-,SMAN 43,IPS,Tertinggi,78
Jakarta,2017,Luar,-,SMAN 43,IPS,Rata-rata,75.8
Jakarta,2017,Luar,-,SMAN 44,IPA,Terendah,86.88
Jakarta,2017,Luar,-,SMAN 44,IPA,Tertinggi,89.13
Jakarta,2017,Luar,-,SMAN 44,IPA,Rata-rata,88.11
Jakarta,2017,Luar,-,SMAN 44,IPS,Terendah,82.75
Jakarta,2017,Luar,-,SMAN 44,IPS,Tertinggi,88.5
Jakarta,2017,Luar,-,SMAN 44,IPS,Rata-rata,85.1
Jakarta,2017,Luar,-,SMAN 45,IPA,Terendah,68.25
Jakarta,2017,Luar,-,SMAN 45,IPA,Tertinggi,78.25
Jakarta,2017,Luar,-,SMAN 45,IPA,Rata-rata,72.89
Jakarta,2017,Luar,-,SMAN 45,IPS,Terendah,67.88
Jakarta,2017,Luar,-,SMAN 45,IPS,Tertinggi,82.25
Jakarta,2017,Luar,-,SMAN 45,IPS,Rata-rata,70.41
Jakarta,2017,Luar,-,SMAN 46,IPA,Terendah,85.13
Jakarta,2017,Luar,-,SMAN 46,IPA,Tertinggi,87.5
Jakarta,2017,Luar,-,SMAN 46,IPA,Rata-rata,86.16
Jakarta,2017,Luar,-,SMAN 46,IPS,Terendah,80.75
Jakarta,2017,Luar,-,SMAN 46,IPS,Tertinggi,84.63
Jakarta,2017,Luar,-,SMAN 46,IPS,Rata-rata,82.44
Jakarta,2017,Luar,-,SMAN 47,IPA,Terendah,93
Jakarta,2017,Luar,-,SMAN 47,IPA,Tertinggi,96.38
Jakarta,2017,Luar,-,SMAN 47,IPA,Rata-rata,94.04
Jakarta,2017,Luar,-,SMAN 47,IPS,Terendah,90.25
Jakarta,2017,Luar,-,SMAN 47,IPS,Tertinggi,92.13
Jakarta,2017,Luar,-,SMAN 47,IPS,Rata-rata,90.91
Jakarta,2017,Luar,-,SMAN 48,IPA,Terendah,92.63
Jakarta,2017,Luar,-,SMAN 48,IPA,Tertinggi,94.25
Jakarta,2017,Luar,-,SMAN 48,IPA,Rata-rata,93.11
Jakarta,2017,Luar,-,SMAN 48,IPS,Terendah,88
Jakarta,2017,Luar,-,SMAN 48,IPS,Tertinggi,89.88
Jakarta,2017,Luar,-,SMAN 48,IPS,Rata-rata,88.7
Jakarta,2017,Luar,-,SMAN 49,IPA,Terendah,90.13
Jakarta,2017,Luar,-,SMAN 49,IPA,Tertinggi,92.25
Jakarta,2017,Luar,-,SMAN 49,IPA,Rata-rata,91
Jakarta,2017,Luar,-,SMAN 49,IPS,Terendah,87.25
Jakarta,2017,Luar,-,SMAN 49,IPS,Tertinggi,87.88
Jakarta,2017,Luar,-,SMAN 49,IPS,Rata-rata,87.54
Jakarta,2017,Luar,-,SMAN 50,IPA,Terendah,78.63
Jakarta,2017,Luar,-,SMAN 50,IPA,Tertinggi,80.38
Jakarta,2017,Luar,-,SMAN 50,IPA,Rata-rata,79.53
Jakarta,2017,Luar,-,SMAN 50,IPS,Terendah,75.25
Jakarta,2017,Luar,-,SMAN 50,IPS,Tertinggi,78.88
Jakarta,2017,Luar,-,SMAN 50,IPS,Rata-rata,76.7
Jakarta,2017,Luar,-,SMAN 51,IPA,Terendah,81.63
Jakarta,2017,Luar,-,SMAN 51,IPA,Tertinggi,83
Jakarta,2017,Luar,-,SMAN 51,IPA,Rata-rata,82.23
Jakarta,2017,Luar,-,SMAN 51,IPS,Terendah,79
Jakarta,2017,Luar,-,SMAN 51,IPS,Tertinggi,80
Jakarta,2017,Luar,-,SMAN 51,IPS,Rata-rata,79.59
Jakarta,2017,Luar,-,SMAN 52,IPA,Terendah,69.25
Jakarta,2017,Luar,-,SMAN 52,IPA,Tertinggi,82.38
Jakarta,2017,Luar,-,SMAN 52,IPA,Rata-rata,77.16
Jakarta,2017,Luar,-,SMAN 52,IPS,Terendah,63.13
Jakarta,2017,Luar,-,SMAN 52,IPS,Tertinggi,81.5
Jakarta,2017,Luar,-,SMAN 52,IPS,Rata-rata,69.89
Jakarta,2017,Luar,-,SMAN 53,IPA,Terendah,79.88
Jakarta,2017,Luar,-,SMAN 53,IPA,Tertinggi,85.13
Jakarta,2017,Luar,-,SMAN 53,IPA,Rata-rata,81.38
Jakarta,2017,Luar,-,SMAN 53,IPS,Terendah,76.13
Jakarta,2017,Luar,-,SMAN 53,IPS,Tertinggi,82
Jakarta,2017,Luar,-,SMAN 53,IPS,Rata-rata,77.97
Jakarta,2017,Luar,-,SMAN 54,IPA,Terendah,87.5
Jakarta,2017,Luar,-,SMAN 54,IPA,Tertinggi,88.5
Jakarta,2017,Luar,-,SMAN 54,IPA,Rata-rata,87.86
Jakarta,2017,Luar,-,SMAN 54,IPS,Terendah,76
Jakarta,2017,Luar,-,SMAN 54,IPS,Tertinggi,81.75
Jakarta,2017,Luar,-,SMAN 54,IPS,Rata-rata,77.82
Jakarta,2017,Luar,-,SMAN 55,IPA,Terendah,83.88
Jakarta,2017,Luar,-,SMAN 55,IPA,Tertinggi,87.88
Jakarta,2017,Luar,-,SMAN 55,IPA,Rata-rata,85.93
Jakarta,2017,Luar,-,SMAN 55,IPS,Terendah,80.88
Jakarta,2017,Luar,-,SMAN 55,IPS,Tertinggi,89.38
Jakarta,2017,Luar,-,SMAN 55,IPS,Rata-rata,83.16
Jakarta,2017,Luar,-,SMAN 56,IPA,Terendah,74.38
Jakarta,2017,Luar,-,SMAN 56,IPA,Tertinggi,77.5
Jakarta,2017,Luar,-,SMAN 56,IPA,Rata-rata,76.44
Jakarta,2017,Luar,-,SMAN 56,IPS,Terendah,71.63
Jakarta,2017,Luar,-,SMAN 56,IPS,Tertinggi,76.88
Jakarta,2017,Luar,-,SMAN 56,IPS,Rata-rata,73.42
Jakarta,2017,Luar,-,SMAN 57,IPA,Terendah,81.5
Jakarta,2017,Luar,-,SMAN 57,IPA,Tertinggi,95.5
Jakarta,2017,Luar,-,SMAN 57,IPA,Rata-rata,85.78
Jakarta,2017,Luar,-,SMAN 57,IPS,Terendah,77.13
Jakarta,2017,Luar,-,SMAN 57,IPS,Tertinggi,78.88
Jakarta,2017,Luar,-,SMAN 57,IPS,Rata-rata,77.98
Jakarta,2017,Luar,-,SMAN 58,IPA,Terendah,89.38
Jakarta,2017,Luar,-,SMAN 58,IPA,Tertinggi,91.25
Jakarta,2017,Luar,-,SMAN 58,IPA,Rata-rata,90.7
Jakarta,2017,Luar,-,SMAN 58,IPS,Terendah,84
Jakarta,2017,Luar,-,SMAN 58,IPS,Tertinggi,85.75
Jakarta,2017,Luar,-,SMAN 58,IPS,Rata-rata,84.7
Jakarta,2017,Luar,-,SMAN 59,IPA,Terendah,82.63
Jakarta,2017,Luar,-,SMAN 59,IPA,Tertinggi,85.63
Jakarta,2017,Luar,-,SMAN 59,IPA,Rata-rata,84.42
Jakarta,2017,Luar,-,SMAN 59,IPS,Terendah,79.13
Jakarta,2017,Luar,-,SMAN 59,IPS,Tertinggi,82.63
Jakarta,2017,Luar,-,SMAN 59,IPS,Rata-rata,80.91
