Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Indikator,Nilai
Jakarta,2018,Dalam,1,SMAN 7,IPS,Tertinggi,71.38
Jakarta,2018,Dalam,1,SMAN 7,IPS,Rata-rata,66.04
Jakarta,2018,Dalam,1,SMAN 8,IPA,Terendah,89.75
Jakarta,2018,Dalam,1,SMAN 8,IPA,Tertinggi,96.75
Jakarta,2018,Dalam,1,SMAN 8,IPA,Rata-rata,91.93
Jakarta,2018,Dalam,1,SMAN 8,IPS,Terendah,88.75
Jakarta,2018,Dalam,1,SMAN 8,IPS,Tertinggi,92.63
Jakarta,2018,Dalam,1,SMAN 8,IPS,Rata-rata,89.92
Jakarta,2018,Dalam,1,SMAN 9,IPA,Terendah,75.25
Jakarta,2018,Dalam,1,SMAN 9,IPA,Tertinggi,83.75
Jakarta,2018,Dalam,1,SMAN 9,IPA,Rata-rata,77.56
Jakarta,2018,Dalam,1,SMAN 9,IPS,Terendah,72.63
Jakarta,2018,Dalam,1,SMAN 9,IPS,Tertinggi,77.25
Jakarta,2018,Dalam,1,SMAN 9,IPS,Rata-rata,73.59
Jakarta,2018,Dalam,1,SMAN 10,IPA,Terendah,60.88
Jakarta,2018,Dalam,1,SMAN 10,IPA,Tertinggi,81.88
Jakarta,2018,Dalam,1,SMAN 10,IPA,Rata-rata,65.46
Jakarta,2018,Dalam,1,SMAN 10,IPS,Terendah,59.38
Jakarta,2018,Dalam,1,SMAN 10,IPS,Tertinggi,74.88
Jakarta,2018,Dalam,1,SMAN 10,IPS,Rata-rata,62.5
Jakarta,2018,Dalam,1,SMAN 11,IPA,Terendah,75
Jakarta,2018,Dalam,1,SMAN 11,IPA,Tertinggi,85.25
Jakarta,2018,Dalam,1,SMAN 11,IPA,Rata-rata,77.74
Jakarta,2018,Dalam,1,SMAN 11,IPS,Terendah,69.5
Jakarta,2018,Dalam,1,SMAN 11,IPS,Tertinggi,84.25
Jakarta,2018,Dalam,1,SMAN 11,IPS,Rata-rata,72.6
Jakarta,2018,Dalam,1,SMAN 12,IPA,Terendah,85.88
Jakarta,2018,Dalam,1,SMAN 12,IPA,Tertinggi,93.5
Jakarta,2018,Dalam,1,SMAN 12,IPA,Rata-rata,87.34
Jakarta,2018,Dalam,1,SMAN 12,IPS,Terendah,80
Jakarta,2018,Dalam,1,SMAN 12,IPS,Tertinggi,87.25
Jakarta,2018,Dalam,1,SMAN 12,IPS,Rata-rata,81.68
Jakarta,2018,Dalam,1,SMAN 13,IPA,Terendah,86.38
Jakarta,2018,Dalam,1,SMAN 13,IPA,Tertinggi,93
Jakarta,2018,Dalam,1,SMAN 13,IPA,Rata-rata,88.74
Jakarta,2018,Dalam,1,SMAN 13,IPS,Terendah,82
Jakarta,2018,Dalam,1,SMAN 13,IPS,Tertinggi,89.38
Jakarta,2018,Dalam,1,SMAN 13,IPS,Rata-rata,84.02
Jakarta,2018,Dalam,1,SMAN 14,IPA,Terendah,84.88
Jakarta,2018,Dalam,1,SMAN 14,IPA,Tertinggi,93.25
Jakarta,2018,Dalam,1,SMAN 14,IPA,Rata-rata,86.64
Jakarta,2018,Dalam,1,SMAN 14,IPS,Terendah,81.63
Jakarta,2018,Dalam,1,SMAN 14,IPS,Tertinggi,87.75
Jakarta,2018,Dalam,1,SMAN 14,IPS,Rata-rata,83.15
Jakarta,2018,Dalam,1,SMAN 15,IPA,Terendah,64.5
Jakarta,2018,Dalam,1,SMAN 15,IPA,Tertinggi,76.38
Jakarta,2018,Dalam,1,SMAN 15,IPA,Rata-rata,68.07
Jakarta,2018,Dalam,1,SMAN 15,IPS,Terendah,61.38
Jakarta,2018,Dalam,1,SMAN 15,IPS,Tertinggi,72.13
Jakarta,2018,Dalam,1,SMAN 15,IPS,Rata-rata,63.78
Jakarta,2018,Dalam,1,SMAN 16,IPA,Terendah,77.13
Jakarta,2018,Dalam,1,SMAN 16,IPA,Tertinggi,86.38
Jakarta,2018,Dalam,1,SMAN 16,IPA,Rata-rata,80.27
Jakarta,2018,Dalam,1,SMAN 16,IPS,Terendah,74
Jakarta,2018,Dalam,1,SMAN 16,IPS,Tertinggi,82.5
Jakarta,2018,Dalam,1,SMAN 16,IPS,Rata-rata,76.3
Jakarta,2018,Dalam,1,SMAN 17,IPA,Terendah,61.5
Jakarta,2018,Dalam,1,SMAN 17,IPA,Tertinggi,84.5
Jakarta,2018,Dalam,1,SMAN 17,IPA,Rata-rata,68.83
Jakarta,2018,Dalam,1,SMAN 17,IPS,Terendah,61.88
Jakarta,2018,Dalam,1,SMAN 17,IPS,Tertinggi,75.63
Jakarta,2018,Dalam,1,SMAN 17,IPS,Rata-rata,67.57
Jakarta,2018,Dalam,1,SMAN 18,IPA,Terendah,70.88
Jakarta,2018,Dalam,1,SMAN 18,IPA,Tertinggi,82.88
Jakarta,2018,Dalam,1,SMAN 18,IPA,Rata-rata,73.83
Jakarta,2018,Dalam,1,SMAN 18,IPS,Terendah,65.63
Jakarta,2018,Dalam,1,SMAN 18,IPS,Tertinggi,72.25
Jakarta,2018,Dalam,1,SMAN 18,IPS,Rata-rata,68.26
Jakarta,2018,Dalam,1,SMAN 18,BAHASA,Terendah,62.5
Jakarta,2018,Dalam,1,SMAN 18,BAHASA,Tertinggi,67.13
Jakarta,2018,Dalam,1,SMAN 18,BAHASA,Rata-rata,64.08
Jakarta,2018,Dalam,1,SMAN 19,IPA,Terendah,79.13
Jakarta,2018,Dalam,1,SMAN 19,IPA,Tertinggi,87.88
Jakarta,2018,Dalam,1,SMAN 19,IPA,Rata-rata,82.37
Jakarta,2018,Dalam,1,SMAN 19,IPS,Terendah,74.88
Jakarta,2018,Dalam,1,SMAN 19,IPS,Tertinggi,86
Jakarta,2018,Dalam,1,SMAN 19,IPS,Rata-rata,77.86
Jakarta,2018,Dalam,1,SMAN 20,IPA,Terendah,65.25
Jakarta,2018,Dalam,1,SMAN 20,IPA,Tertinggi,77.25
Jakarta,2018,Dalam,1,SMAN 20,IPA,Rata-rata,68.23
Jakarta,2018,Dalam,1,SMAN 20,IPS,Terendah,61.38
Jakarta,2018,Dalam,1,SMAN 20,IPS,Tertinggi,83
Jakarta,2018,Dalam,1,SMAN 20,IPS,Rata-rata,64.64
Jakarta,2018,Dalam,1,SMAN 21,IPA,Terendah,86.75
Jakarta,2018,Dalam,1,SMAN 21,IPA,Tertinggi,93.63
Jakarta,2018,Dalam,1,SMAN 21,IPA,Rata-rata,88.89
Jakarta,2018,Dalam,1,SMAN 21,IPS,Terendah,83.25
Jakarta,2018,Dalam,1,SMAN 21,IPS,Tertinggi,91.63
Jakarta,2018,Dalam,1,SMAN 21,IPS,Rata-rata,85.28
Jakarta,2018,Dalam,1,SMAN 22,IPA,Terendah,70.5
Jakarta,2018,Dalam,1,SMAN 22,IPA,Tertinggi,82.63
Jakarta,2018,Dalam,1,SMAN 22,IPA,Rata-rata,73.7
Jakarta,2018,Dalam,1,SMAN 22,IPS,Terendah,69.38
Jakarta,2018,Dalam,1,SMAN 22,IPS,Tertinggi,74.63
Jakarta,2018,Dalam,1,SMAN 22,IPS,Rata-rata,71.11
Jakarta,2018,Dalam,1,SMAN 23,IPA,Terendah,72.5
Jakarta,2018,Dalam,1,SMAN 23,IPA,Tertinggi,86.38
Jakarta,2018,Dalam,1,SMAN 23,IPA,Rata-rata,76.87
Jakarta,2018,Dalam,1,SMAN 23,IPS,Terendah,69.13
Jakarta,2018,Dalam,1,SMAN 23,IPS,Tertinggi,81.25
Jakarta,2018,Dalam,1,SMAN 23,IPS,Rata-rata,72.25
Jakarta,2018,Dalam,1,SMAN 24,IPA,Terendah,71
Jakarta,2018,Dalam,1,SMAN 24,IPA,Tertinggi,78
Jakarta,2018,Dalam,1,SMAN 24,IPA,Rata-rata,73.26
Jakarta,2018,Dalam,1,SMAN 24,IPS,Terendah,69.5
Jakarta,2018,Dalam,1,SMAN 24,IPS,Tertinggi,78.63
Jakarta,2018,Dalam,1,SMAN 24,IPS,Rata-rata,71.83
Jakarta,2018,Dalam,1,SMAN 25,IPA,Terendah,66.13
Jakarta,2018,Dalam,1,SMAN 25,IPA,Tertinggi,77.13
Jakarta,2018,Dalam,1,SMAN 25,IPA,Rata-rata,69.04
Jakarta,2018,Dalam,1,SMAN 25,IPS,Terendah,62.88
Jakarta,2018,Dalam,1,SMAN 25,IPS,Tertinggi,73.5
Jakarta,2018,Dalam,1,SMAN 25,IPS,Rata-rata,65.72
Jakarta,2018,Dalam,1,SMAN 26,IPA,Terendah,87.75
Jakarta,2018,Dalam,1,SMAN 26,IPA,Tertinggi,90.75
Jakarta,2018,Dalam,1,SMAN 26,IPA,Rata-rata,88.73
Jakarta,2018,Dalam,1,SMAN 26,IPS,Terendah,85
Jakarta,2018,Dalam,1,SMAN 26,IPS,Tertinggi,88
Jakarta,2018,Dalam,1,SMAN 26,IPS,Rata-rata,86.42
Jakarta,2018,Dalam,1,SMAN 27,IPA,Terendah,71.75
Jakarta,2018,Dalam,1,SMAN 27,IPA,Tertinggi,83.5
Jakarta,2018,Dalam,1,SMAN 27,IPA,Rata-rata,74.83
Jakarta,2018,Dalam,1,SMAN 27,IPS,Terendah,68.13
Jakarta,2018,Dalam,1,SMAN 27,IPS,Tertinggi,76.38
Jakarta,2018,Dalam,1,SMAN 27,IPS,Rata-rata,69.39
Jakarta,2018,Dalam,1,SMAN 28,IPA,Terendah,90.75
Jakarta,2018,Dalam,1,SMAN 28,IPA,Tertinggi,95.88
Jakarta,2018,Dalam,1,SMAN 28,IPA,Rata-rata,92.12
Jakarta,2018,Dalam,1,SMAN 28,IPS,Terendah,88.25
Jakarta,2018,Dalam,1,SMAN 28,IPS,Tertinggi,92.63
Jakarta,2018,Dalam,1,SMAN 28,IPS,Rata-rata,89.44
Jakarta,2018,Dalam,1,SMAN 29,IPA,Terendah,80.38
Jakarta,2018,Dalam,1,SMAN 29,IPA,Tertinggi,90.75
Jakarta,2018,Dalam,1,SMAN 29,IPA,Rata-rata,83.16
Jakarta,2018,Dalam,1,SMAN 29,IPS,Terendah,76
Jakarta,2018,Dalam,1,SMAN 29,IPS,Tertinggi,83
Jakarta,2018,Dalam,1,SMAN 29,IPS,Rata-rata,78.31
Jakarta,2018,Dalam,1,SMAN 30,IPA,Terendah,77.75
Jakarta,2018,Dalam,1,SMAN 30,IPA,Tertinggi,85.25
Jakarta,2018,Dalam,1,SMAN 30,IPA,Rata-rata,80.21
Jakarta,2018,Dalam,1,SMAN 30,IPS,Terendah,70.5
Jakarta,2018,Dalam,1,SMAN 30,IPS,Tertinggi,79.88
Jakarta,2018,Dalam,1,SMAN 30,IPS,Rata-rata,74.17
Jakarta,2018,Dalam,1,SMAN 31,IPA,Terendah,79.75
Jakarta,2018,Dalam,1,SMAN 31,IPA,Tertinggi,87.13
Jakarta,2018,Dalam,1,SMAN 31,IPA,Rata-rata,82.58
Jakarta,2018,Dalam,1,SMAN 31,IPS,Terendah,75.13
Jakarta,2018,Dalam,1,SMAN 31,IPS,Tertinggi,84.5
Jakarta,2018,Dalam,1,SMAN 31,IPS,Rata-rata,77.93
Jakarta,2018,Dalam,1,SMAN 31,BAHASA,Terendah,69.5
Jakarta,2018,Dalam,1,SMAN 31,BAHASA,Tertinggi,77.88
Jakarta,2018,Dalam,1,SMAN 31,BAHASA,Rata-rata,72.77
Jakarta,2018,Dalam,1,SMAN 32,IPA,Terendah,73.88
Jakarta,2018,Dalam,1,SMAN 32,IPA,Tertinggi,88.63
Jakarta,2018,Dalam,1,SMAN 32,IPA,Rata-rata,76.82
Jakarta,2018,Dalam,1,SMAN 32,IPS,Terendah,70.38
Jakarta,2018,Dalam,1,SMAN 32,IPS,Tertinggi,77.25
Jakarta,2018,Dalam,1,SMAN 32,IPS,Rata-rata,72.28
Jakarta,2018,Dalam,1,SMAN 33,IPA,Terendah,86.13
Jakarta,2018,Dalam,1,SMAN 33,IPA,Tertinggi,92.25
Jakarta,2018,Dalam,1,SMAN 33,IPA,Rata-rata,88.34
Jakarta,2018,Dalam,1,SMAN 33,IPS,Terendah,80.88
Jakarta,2018,Dalam,1,SMAN 33,IPS,Tertinggi,89.25
Jakarta,2018,Dalam,1,SMAN 33,IPS,Rata-rata,83.19
Jakarta,2018,Dalam,1,SMAN 33,BAHASA,Terendah,73
Jakarta,2018,Dalam,1,SMAN 33,BAHASA,Tertinggi,81.88
Jakarta,2018,Dalam,1,SMAN 33,BAHASA,Rata-rata,76.35
Jakarta,2018,Dalam,1,SMAN 34,IPA,Terendah,89.25
Jakarta,2018,Dalam,1,SMAN 34,IPA,Tertinggi,94.25
Jakarta,2018,Dalam,1,SMAN 34,IPA,Rata-rata,90.72
Jakarta,2018,Dalam,1,SMAN 34,IPS,Terendah,86.88
Jakarta,2018,Dalam,1,SMAN 34,IPS,Tertinggi,94
Jakarta,2018,Dalam,1,SMAN 34,IPS,Rata-rata,88.41
Jakarta,2018,Dalam,1,SMAN 35,IPA,Terendah,72.5
Jakarta,2018,Dalam,1,SMAN 35,IPA,Tertinggi,88.5
Jakarta,2018,Dalam,1,SMAN 35,IPA,Rata-rata,77.92
Jakarta,2018,Dalam,1,SMAN 35,IPS,Terendah,66
Jakarta,2018,Dalam,1,SMAN 35,IPS,Tertinggi,86.75
Jakarta,2018,Dalam,1,SMAN 35,IPS,Rata-rata,71.06
Jakarta,2018,Dalam,1,SMAN 35,BAHASA,Terendah,63
Jakarta,2018,Dalam,1,SMAN 35,BAHASA,Tertinggi,74.25
Jakarta,2018,Dalam,1,SMAN 35,BAHASA,Rata-rata,65.61
Jakarta,2018,Dalam,1,SMAN 36,IPA,Terendah,75.38
Jakarta,2018,Dalam,1,SMAN 36,IPA,Tertinggi,85.75
Jakarta,2018,Dalam,1,SMAN 36,IPA,Rata-rata,78.23
Jakarta,2018,Dalam,1,SMAN 36,IPS,Terendah,71.88
Jakarta,2018,Dalam,1,SMAN 36,IPS,Tertinggi,81.88
Jakarta,2018,Dalam,1,SMAN 36,IPS,Rata-rata,73.94
Jakarta,2018,Dalam,1,SMAN 37,IPA,Terendah,77.38
Jakarta,2018,Dalam,1,SMAN 37,IPA,Tertinggi,87.38
Jakarta,2018,Dalam,1,SMAN 37,IPA,Rata-rata,80.39
Jakarta,2018,Dalam,1,SMAN 37,IPS,Terendah,73.38
Jakarta,2018,Dalam,1,SMAN 37,IPS,Tertinggi,84.88
Jakarta,2018,Dalam,1,SMAN 37,IPS,Rata-rata,76.41
Jakarta,2018,Dalam,1,SMAN 38,IPA,Terendah,87.25
Jakarta,2018,Dalam,1,SMAN 38,IPA,Tertinggi,92.63
Jakarta,2018,Dalam,1,SMAN 38,IPA,Rata-rata,88.47
Jakarta,2018,Dalam,1,SMAN 38,IPS,Terendah,84.25
Jakarta,2018,Dalam,1,SMAN 38,IPS,Tertinggi,89
Jakarta,2018,Dalam,1,SMAN 38,IPS,Rata-rata,85.63
Jakarta,2018,Dalam,1,SMAN 39,IPA,Terendah,89.25
Jakarta,2018,Dalam,1,SMAN 39,IPA,Tertinggi,95
Jakarta,2018,Dalam,1,SMAN 39,IPA,Rata-rata,91.02
Jakarta,2018,Dalam,1,SMAN 39,IPS,Terendah,86.75
Jakarta,2018,Dalam,1,SMAN 39,IPS,Tertinggi,92.38
Jakarta,2018,Dalam,1,SMAN 39,IPS,Rata-rata,88.23
Jakarta,2018,Dalam,1,SMAN 40,IPA,Terendah,69
Jakarta,2018,Dalam,1,SMAN 40,IPA,Tertinggi,84.88
Jakarta,2018,Dalam,1,SMAN 40,IPA,Rata-rata,73.92
Jakarta,2018,Dalam,1,SMAN 40,IPS,Terendah,59.5
Jakarta,2018,Dalam,1,SMAN 40,IPS,Tertinggi,80
Jakarta,2018,Dalam,1,SMAN 40,IPS,Rata-rata,64.23
Jakarta,2018,Dalam,1,SMAN 41,IPA,Terendah,63.5
Jakarta,2018,Dalam,1,SMAN 41,IPA,Tertinggi,82.88
Jakarta,2018,Dalam,1,SMAN 41,IPA,Rata-rata,67.39
Jakarta,2018,Dalam,1,SMAN 41,IPS,Terendah,60.25
Jakarta,2018,Dalam,1,SMAN 41,IPS,Tertinggi,74.38
Jakarta,2018,Dalam,1,SMAN 41,IPS,Rata-rata,62.86
Jakarta,2018,Dalam,1,SMAN 42,IPA,Terendah,79.63
Jakarta,2018,Dalam,1,SMAN 42,IPA,Tertinggi,89
Jakarta,2018,Dalam,1,SMAN 42,IPA,Rata-rata,81.9
Jakarta,2018,Dalam,1,SMAN 42,IPS,Terendah,74
Jakarta,2018,Dalam,1,SMAN 42,IPS,Tertinggi,83
Jakarta,2018,Dalam,1,SMAN 42,IPS,Rata-rata,75.88
Jakarta,2018,Dalam,1,SMAN 43,IPA,Terendah,72.63
Jakarta,2018,Dalam,1,SMAN 43,IPA,Tertinggi,85.75
Jakarta,2018,Dalam,1,SMAN 43,IPA,Rata-rata,76.37
Jakarta,2018,Dalam,1,SMAN 43,IPS,Terendah,69.88
Jakarta,2018,Dalam,1,SMAN 43,IPS,Tertinggi,80.75
Jakarta,2018,Dalam,1,SMAN 43,IPS,Rata-rata,71.68
Jakarta,2018,Dalam,1,SMAN 44,IPA,Terendah,81.38
Jakarta,2018,Dalam,1,SMAN 44,IPA,Tertinggi,85.88
Jakarta,2018,Dalam,1,SMAN 44,IPA,Rata-rata,82.5
Jakarta,2018,Dalam,1,SMAN 44,IPS,Terendah,76.75
Jakarta,2018,Dalam,1,SMAN 44,IPS,Tertinggi,90.63
Jakarta,2018,Dalam,1,SMAN 44,IPS,Rata-rata,78.42
Jakarta,2018,Dalam,1,SMAN 45,IPA,Terendah,65.88
Jakarta,2018,Dalam,1,SMAN 45,IPA,Tertinggi,88.13
Jakarta,2018,Dalam,1,SMAN 45,IPA,Rata-rata,70.25
Jakarta,2018,Dalam,1,SMAN 45,IPS,Terendah,63.75
Jakarta,2018,Dalam,1,SMAN 45,IPS,Tertinggi,74.38
Jakarta,2018,Dalam,1,SMAN 45,IPS,Rata-rata,66.12
Jakarta,2018,Dalam,1,SMAN 46,IPA,Terendah,74
Jakarta,2018,Dalam,1,SMAN 46,IPA,Tertinggi,83
Jakarta,2018,Dalam,1,SMAN 46,IPA,Rata-rata,77.04
Jakarta,2018,Dalam,1,SMAN 46,IPS,Terendah,71.38
Jakarta,2018,Dalam,1,SMAN 46,IPS,Tertinggi,86.13
Jakarta,2018,Dalam,1,SMAN 46,IPS,Rata-rata,74.14
Jakarta,2018,Dalam,1,SMAN 47,IPA,Terendah,89.13
Jakarta,2018,Dalam,1,SMAN 47,IPA,Tertinggi,95.5
Jakarta,2018,Dalam,1,SMAN 47,IPA,Rata-rata,90.91
Jakarta,2018,Dalam,1,SMAN 47,IPS,Terendah,83.25
Jakarta,2018,Dalam,1,SMAN 47,IPS,Tertinggi,95.38
Jakarta,2018,Dalam,1,SMAN 47,IPS,Rata-rata,86.3
Jakarta,2018,Dalam,1,SMAN 48,IPA,Terendah,87.88
Jakarta,2018,Dalam,1,SMAN 48,IPA,Tertinggi,94.25
Jakarta,2018,Dalam,1,SMAN 48,IPA,Rata-rata,89.73
Jakarta,2018,Dalam,1,SMAN 48,IPS,Terendah,83.13
Jakarta,2018,Dalam,1,SMAN 48,IPS,Tertinggi,89.5
Jakarta,2018,Dalam,1,SMAN 48,IPS,Rata-rata,85.43
Jakarta,2018,Dalam,1,SMAN 49,IPA,Terendah,85.88
Jakarta,2018,Dalam,1,SMAN 49,IPA,Tertinggi,90
Jakarta,2018,Dalam,1,SMAN 49,IPA,Rata-rata,87.04
Jakarta,2018,Dalam,1,SMAN 49,IPS,Terendah,83.13
Jakarta,2018,Dalam,1,SMAN 49,IPS,Tertinggi,86.38
Jakarta,2018,Dalam,1,SMAN 49,IPS,Rata-rata,84.19
Jakarta,2018,Dalam,1,SMAN 50,IPA,Terendah,73.25
Jakarta,2018,Dalam,1,SMAN 50,IPA,Tertinggi,82.75
Jakarta,2018,Dalam,1,SMAN 50,IPA,Rata-rata,75.2
Jakarta,2018,Dalam,1,SMAN 50,IPS,Terendah,70.75
Jakarta,2018,Dalam,1,SMAN 50,IPS,Tertinggi,82.25
Jakarta,2018,Dalam,1,SMAN 50,IPS,Rata-rata,72.3
Jakarta,2018,Dalam,1,SMAN 51,IPA,Terendah,74
Jakarta,2018,Dalam,1,SMAN 51,IPA,Tertinggi,82
Jakarta,2018,Dalam,1,SMAN 51,IPA,Rata-rata,76.29
Jakarta,2018,Dalam,1,SMAN 51,IPS,Terendah,72.63
Jakarta,2018,Dalam,1,SMAN 51,IPS,Tertinggi,76.5
Jakarta,2018,Dalam,1,SMAN 51,IPS,Rata-rata,73.53
Jakarta,2018,Dalam,1,SMAN 52,IPA,Terendah,80.38
Jakarta,2018,Dalam,1,SMAN 52,IPA,Tertinggi,94
Jakarta,2018,Dalam,1,SMAN 52,IPA,Rata-rata,83.01
Jakarta,2018,Dalam,1,SMAN 52,IPS,Terendah,73.88
Jakarta,2018,Dalam,1,SMAN 52,IPS,Tertinggi,80.88
Jakarta,2018,Dalam,1,SMAN 52,IPS,Rata-rata,76.74
Jakarta,2018,Dalam,1,SMAN 53,IPA,Terendah,76.63
Jakarta,2018,Dalam,1,SMAN 53,IPA,Tertinggi,85.63
Jakarta,2018,Dalam,1,SMAN 53,IPA,Rata-rata,79.28
Jakarta,2018,Dalam,1,SMAN 53,IPS,Terendah,73.25
Jakarta,2018,Dalam,1,SMAN 53,IPS,Tertinggi,83.88
Jakarta,2018,Dalam,1,SMAN 53,IPS,Rata-rata,75.23
Jakarta,2018,Dalam,1,SMAN 54,IPA,Terendah,80.13
Jakarta,2018,Dalam,1,SMAN 54,IPA,Tertinggi,89
Jakarta,2018,Dalam,1,SMAN 54,IPA,Rata-rata,83.09
Jakarta,2018,Dalam,1,SMAN 54,IPS,Terendah,72.5
Jakarta,2018,Dalam,1,SMAN 54,IPS,Tertinggi,82.75
Jakarta,2018,Dalam,1,SMAN 54,IPS,Rata-rata,75.58
Jakarta,2018,Dalam,1,SMAN 55,IPA,Terendah,83.63
Jakarta,2018,Dalam,1,SMAN 55,IPA,Tertinggi,89.75
Jakarta,2018,Dalam,1,SMAN 55,IPA,Rata-rata,85.24
Jakarta,2018,Dalam,1,SMAN 55,IPS,Terendah,79.13
Jakarta,2018,Dalam,1,SMAN 55,IPS,Tertinggi,87.88
Jakarta,2018,Dalam,1,SMAN 55,IPS,Rata-rata,81.16
Jakarta,2018,Dalam,1,SMAN 56,IPA,Terendah,69.25
Jakarta,2018,Dalam,1,SMAN 56,IPA,Tertinggi,84
Jakarta,2018,Dalam,1,SMAN 56,IPA,Rata-rata,72.85
Jakarta,2018,Dalam,1,SMAN 56,IPS,Terendah,66.75
Jakarta,2018,Dalam,1,SMAN 56,IPS,Tertinggi,82.63
Jakarta,2018,Dalam,1,SMAN 56,IPS,Rata-rata,68.73
Jakarta,2018,Dalam,1,SMAN 56,BAHASA,Terendah,66.38
Jakarta,2018,Dalam,1,SMAN 56,BAHASA,Tertinggi,72.88
Jakarta,2018,Dalam,1,SMAN 56,BAHASA,Rata-rata,67.29
Jakarta,2018,Dalam,1,SMAN 57,IPA,Terendah,73
Jakarta,2018,Dalam,1,SMAN 57,IPA,Tertinggi,82.13
Jakarta,2018,Dalam,1,SMAN 57,IPA,Rata-rata,76.01
Jakarta,2018,Dalam,1,SMAN 57,IPS,Terendah,70
Jakarta,2018,Dalam,1,SMAN 57,IPS,Tertinggi,79.88
Jakarta,2018,Dalam,1,SMAN 57,IPS,Rata-rata,72.46
Jakarta,2018,Dalam,1,SMAN 58,IPA,Terendah,83.5
Jakarta,2018,Dalam,1,SMAN 58,IPA,Tertinggi,89.63
Jakarta,2018,Dalam,1,SMAN 58,IPA,Rata-rata,85.13
Jakarta,2018,Dalam,1,SMAN 58,IPS,Terendah,78
Jakarta,2018,Dalam,1,SMAN 58,IPS,Tertinggi,88.88
Jakarta,2018,Dalam,1,SMAN 58,IPS,Rata-rata,79.85
Jakarta,2018,Dalam,1,SMAN 59,IPA,Terendah,75.13
Jakarta,2018,Dalam,1,SMAN 59,IPA,Tertinggi,83.88
Jakarta,2018,Dalam,1,SMAN 59,IPA,Rata-rata,77.91
Jakarta,2018,Dalam,1,SMAN 59,IPS,Terendah,73.38
Jakarta,2018,Dalam,1,SMAN 59,IPS,Tertinggi,77.75
Jakarta,2018,Dalam,1,SMAN 59,IPS,Rata-rata,74.98
Jakarta,2018,Dalam,1,SMAN 60,IPA,Terendah,79.88
Jakarta,2018,Dalam,1,SMAN 60,IPA,Tertinggi,87.25
Jakarta,2018,Dalam,1,SMAN 60,IPA,Rata-rata,81.65
Jakarta,2018,Dalam,1,SMAN 60,IPS,Terendah,76.63
Jakarta,2018,Dalam,1,SMAN 60,IPS,Tertinggi,87.63
Jakarta,2018,Dalam,1,SMAN 60,IPS,Rata-rata,78.1
Jakarta,2018,Dalam,1,SMAN 61,IPA,Terendah,88.75
Jakarta,2018,Dalam,1,SMAN 61,IPA,Tertinggi,93.88
Jakarta,2018,Dalam,1,SMAN 61,IPA,Rata-rata,89.91
Jakarta,2018,Dalam,1,SMAN 61,IPS,Terendah,86
Jakarta,2018,Dalam,1,SMAN 61,IPS,Tertinggi,94.63
Jakarta,2018,Dalam,1,SMAN 61,IPS,Rata-rata,87.38
Jakarta,2018,Dalam,1,SMAN 62,IPA,Terendah,82
Jakarta,2018,Dalam,1,SMAN 62,IPA,Tertinggi,89.38
Jakarta,2018,Dalam,1,SMAN 62,IPA,Rata-rata,83.8
Jakarta,2018,Dalam,1,SMAN 62,IPS,Terendah,77
Jakarta,2018,Dalam,1,SMAN 62,IPS,Tertinggi,84.5
Jakarta,2018,Dalam,1,SMAN 62,IPS,Rata-rata,79.14
Jakarta,2018,Dalam,1,SMAN 63,IPA,Terendah,78.25
Jakarta,2018,Dalam,1,SMAN 63,IPA,Tertinggi,85.13
Jakarta,2018,Dalam,1,SMAN 63,IPA,Rata-rata,81.01
Jakarta,2018,Dalam,1,SMAN 63,IPS,Terendah,75.13
Jakarta,2018,Dalam,1,SMAN 63,IPS,Tertinggi,82
Jakarta,2018,Dalam,1,SMAN 63,IPS,Rata-rata,76.96
Jakarta,2018,Dalam,1,SMAN 64,IPA,Terendah,77.38
Jakarta,2018,Dalam,1,SMAN 64,IPA,Tertinggi,83.38
Jakarta,2018,Dalam,1,SMAN 64,IPA,Rata-rata,79.22
Jakarta,2018,Dalam,1,SMAN 64,IPS,Terendah,74
Jakarta,2018,Dalam,1,SMAN 64,IPS,Tertinggi,77.75
Jakarta,2018,Dalam,1,SMAN 64,IPS,Rata-rata,75.18
Jakarta,2018,Dalam,1,SMAN 65,IPA,Terendah,85
Jakarta,2018,Dalam,1,SMAN 65,IPA,Tertinggi,92
Jakarta,2018,Dalam,1,SMAN 65,IPA,Rata-rata,86.57
Jakarta,2018,Dalam,1,SMAN 65,IPS,Terendah,82.63
Jakarta,2018,Dalam,1,SMAN 65,IPS,Tertinggi,91
Jakarta,2018,Dalam,1,SMAN 65,IPS,Rata-rata,84.15
Jakarta,2018,Dalam,1,SMAN 66,IPA,Terendah,82.75
Jakarta,2018,Dalam,1,SMAN 66,IPA,Tertinggi,89.13
Jakarta,2018,Dalam,1,SMAN 66,IPA,Rata-rata,84.44
Jakarta,2018,Dalam,1,SMAN 66,IPS,Terendah,79.63
Jakarta,2018,Dalam,1,SMAN 66,IPS,Tertinggi,85.63
Jakarta,2018,Dalam,1,SMAN 66,IPS,Rata-rata,81.04
Jakarta,2018,Dalam,1,SMAN 67,IPA,Terendah,84.5
Jakarta,2018,Dalam,1,SMAN 67,IPA,Tertinggi,90.75
Jakarta,2018,Dalam,1,SMAN 67,IPA,Rata-rata,86.05
Jakarta,2018,Dalam,1,SMAN 67,IPS,Terendah,77.5
