Provinsi,Domisili,Tahun,Tahap,Sekolah,Jurusan,Pilihan,Peminat
Jakarta,Dalam,2018,1,SMA NEGERI 54,IPA,Pilihan 2,91
Jakarta,Dalam,2018,1,SMA NEGERI 54,IPA,Pilihan 3,58
Jakarta,Dalam,2018,1,SMA NEGERI 54,IPS,Pilihan 1,121
Jakarta,Dalam,2018,1,SMA NEGERI 54,IPS,Pilihan 2,91
Jakarta,Dalam,2018,1,SMA NEGERI 54,IPS,Pilihan 3,58
Jakarta,Dalam,2018,1,SMA NEGERI 55,IPA,Pilihan 1,129
Jakarta,Dalam,2018,1,SMA NEGERI 55,IPA,Pilihan 2,142
Jakarta,Dalam,2018,1,SMA NEGERI 55,IPA,Pilihan 3,80
Jakarta,Dalam,2018,1,SMA NEGERI 55,IPS,Pilihan 1,129
Jakarta,Dalam,2018,1,SMA NEGERI 55,IPS,Pilihan 2,142
Jakarta,Dalam,2018,1,SMA NEGERI 55,IPS,Pilihan 3,80
Jakarta,Dalam,2018,1,SMA NEGERI 56,IPA,Pilihan 1,92
Jakarta,Dalam,2018,1,SMA NEGERI 56,IPA,Pilihan 2,102
Jakarta,Dalam,2018,1,SMA NEGERI 56,IPA,Pilihan 3,133
Jakarta,Dalam,2018,1,SMA NEGERI 56,IPS,Pilihan 1,92
Jakarta,Dalam,2018,1,SMA NEGERI 56,IPS,Pilihan 2,102
Jakarta,Dalam,2018,1,SMA NEGERI 56,IPS,Pilihan 3,133
Jakarta,Dalam,2018,1,SMA NEGERI 56,BAHASA,Pilihan 1,92
Jakarta,Dalam,2018,1,SMA NEGERI 56,BAHASA,Pilihan 2,102
Jakarta,Dalam,2018,1,SMA NEGERI 56,BAHASA,Pilihan 3,133
Jakarta,Dalam,2018,1,SMA NEGERI 57,IPA,Pilihan 1,79
Jakarta,Dalam,2018,1,SMA NEGERI 57,IPA,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 57,IPA,Pilihan 3,111
Jakarta,Dalam,2018,1,SMA NEGERI 57,IPS,Pilihan 1,79
Jakarta,Dalam,2018,1,SMA NEGERI 57,IPS,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 57,IPS,Pilihan 3,111
Jakarta,Dalam,2018,1,SMA NEGERI 58,IPA,Pilihan 1,142
Jakarta,Dalam,2018,1,SMA NEGERI 58,IPA,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 58,IPA,Pilihan 3,121
Jakarta,Dalam,2018,1,SMA NEGERI 58,IPS,Pilihan 1,142
Jakarta,Dalam,2018,1,SMA NEGERI 58,IPS,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 58,IPS,Pilihan 3,121
Jakarta,Dalam,2018,1,SMA NEGERI 59,IPA,Pilihan 1,177
Jakarta,Dalam,2018,1,SMA NEGERI 59,IPA,Pilihan 2,95
Jakarta,Dalam,2018,1,SMA NEGERI 59,IPA,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 59,IPS,Pilihan 1,177
Jakarta,Dalam,2018,1,SMA NEGERI 59,IPS,Pilihan 2,95
Jakarta,Dalam,2018,1,SMA NEGERI 59,IPS,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 60,IPA,Pilihan 1,111
Jakarta,Dalam,2018,1,SMA NEGERI 60,IPA,Pilihan 2,120
Jakarta,Dalam,2018,1,SMA NEGERI 60,IPA,Pilihan 3,151
Jakarta,Dalam,2018,1,SMA NEGERI 60,IPS,Pilihan 1,111
Jakarta,Dalam,2018,1,SMA NEGERI 60,IPS,Pilihan 2,120
Jakarta,Dalam,2018,1,SMA NEGERI 60,IPS,Pilihan 3,151
Jakarta,Dalam,2018,1,SMA NEGERI 61,IPA,Pilihan 1,178
Jakarta,Dalam,2018,1,SMA NEGERI 61,IPA,Pilihan 2,267
Jakarta,Dalam,2018,1,SMA NEGERI 61,IPA,Pilihan 3,25
Jakarta,Dalam,2018,1,SMA NEGERI 61,IPS,Pilihan 1,178
Jakarta,Dalam,2018,1,SMA NEGERI 61,IPS,Pilihan 2,267
Jakarta,Dalam,2018,1,SMA NEGERI 61,IPS,Pilihan 3,25
Jakarta,Dalam,2018,1,SMA NEGERI 62,IPA,Pilihan 1,102
Jakarta,Dalam,2018,1,SMA NEGERI 62,IPA,Pilihan 2,113
Jakarta,Dalam,2018,1,SMA NEGERI 62,IPA,Pilihan 3,91
Jakarta,Dalam,2018,1,SMA NEGERI 62,IPS,Pilihan 1,102
Jakarta,Dalam,2018,1,SMA NEGERI 62,IPS,Pilihan 2,113
Jakarta,Dalam,2018,1,SMA NEGERI 62,IPS,Pilihan 3,91
Jakarta,Dalam,2018,1,SMA NEGERI 63,IPA,Pilihan 1,73
Jakarta,Dalam,2018,1,SMA NEGERI 63,IPA,Pilihan 2,88
Jakarta,Dalam,2018,1,SMA NEGERI 63,IPA,Pilihan 3,75
Jakarta,Dalam,2018,1,SMA NEGERI 63,IPS,Pilihan 1,73
Jakarta,Dalam,2018,1,SMA NEGERI 63,IPS,Pilihan 2,88
Jakarta,Dalam,2018,1,SMA NEGERI 63,IPS,Pilihan 3,75
Jakarta,Dalam,2018,1,SMA NEGERI 64,IPA,Pilihan 1,109
Jakarta,Dalam,2018,1,SMA NEGERI 64,IPA,Pilihan 2,115
Jakarta,Dalam,2018,1,SMA NEGERI 64,IPA,Pilihan 3,166
Jakarta,Dalam,2018,1,SMA NEGERI 64,IPS,Pilihan 1,109
Jakarta,Dalam,2018,1,SMA NEGERI 64,IPS,Pilihan 2,115
Jakarta,Dalam,2018,1,SMA NEGERI 64,IPS,Pilihan 3,166
Jakarta,Dalam,2018,1,SMA NEGERI 65,IPA,Pilihan 1,163
Jakarta,Dalam,2018,1,SMA NEGERI 65,IPA,Pilihan 2,229
Jakarta,Dalam,2018,1,SMA NEGERI 65,IPA,Pilihan 3,90
Jakarta,Dalam,2018,1,SMA NEGERI 65,IPS,Pilihan 1,163
Jakarta,Dalam,2018,1,SMA NEGERI 65,IPS,Pilihan 2,229
Jakarta,Dalam,2018,1,SMA NEGERI 65,IPS,Pilihan 3,90
Jakarta,Dalam,2018,1,SMA NEGERI 66,IPA,Pilihan 1,89
Jakarta,Dalam,2018,1,SMA NEGERI 66,IPA,Pilihan 2,138
Jakarta,Dalam,2018,1,SMA NEGERI 66,IPA,Pilihan 3,99
Jakarta,Dalam,2018,1,SMA NEGERI 66,IPS,Pilihan 1,89
Jakarta,Dalam,2018,1,SMA NEGERI 66,IPS,Pilihan 2,138
Jakarta,Dalam,2018,1,SMA NEGERI 66,IPS,Pilihan 3,99
Jakarta,Dalam,2018,1,SMA NEGERI 67,IPA,Pilihan 1,148
Jakarta,Dalam,2018,1,SMA NEGERI 67,IPA,Pilihan 2,149
Jakarta,Dalam,2018,1,SMA NEGERI 67,IPA,Pilihan 3,74
Jakarta,Dalam,2018,1,SMA NEGERI 67,IPS,Pilihan 1,148
Jakarta,Dalam,2018,1,SMA NEGERI 67,IPS,Pilihan 2,149
Jakarta,Dalam,2018,1,SMA NEGERI 67,IPS,Pilihan 3,74
Jakarta,Dalam,2018,1,SMA NEGERI 68,IPA,Pilihan 1,251
Jakarta,Dalam,2018,1,SMA NEGERI 68,IPA,Pilihan 2,22
Jakarta,Dalam,2018,1,SMA NEGERI 68,IPA,Pilihan 3,16
Jakarta,Dalam,2018,1,SMA NEGERI 68,IPS,Pilihan 1,251
Jakarta,Dalam,2018,1,SMA NEGERI 68,IPS,Pilihan 2,22
Jakarta,Dalam,2018,1,SMA NEGERI 68,IPS,Pilihan 3,16
Jakarta,Dalam,2018,1,SMA NEGERI 70,IPA,Pilihan 1,220
Jakarta,Dalam,2018,1,SMA NEGERI 70,IPA,Pilihan 2,114
Jakarta,Dalam,2018,1,SMA NEGERI 70,IPA,Pilihan 3,45
Jakarta,Dalam,2018,1,SMA NEGERI 70,IPS,Pilihan 1,220
Jakarta,Dalam,2018,1,SMA NEGERI 70,IPS,Pilihan 2,114
Jakarta,Dalam,2018,1,SMA NEGERI 70,IPS,Pilihan 3,45
Jakarta,Dalam,2018,1,SMA NEGERI 71,IPA,Pilihan 1,103
Jakarta,Dalam,2018,1,SMA NEGERI 71,IPA,Pilihan 2,101
Jakarta,Dalam,2018,1,SMA NEGERI 71,IPA,Pilihan 3,124
Jakarta,Dalam,2018,1,SMA NEGERI 71,IPS,Pilihan 1,103
Jakarta,Dalam,2018,1,SMA NEGERI 71,IPS,Pilihan 2,101
Jakarta,Dalam,2018,1,SMA NEGERI 71,IPS,Pilihan 3,124
Jakarta,Dalam,2018,1,SMA NEGERI 72,IPA,Pilihan 1,91
Jakarta,Dalam,2018,1,SMA NEGERI 72,IPA,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 72,IPA,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 72,IPS,Pilihan 1,91
Jakarta,Dalam,2018,1,SMA NEGERI 72,IPS,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 72,IPS,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 72,BAHASA,Pilihan 1,91
Jakarta,Dalam,2018,1,SMA NEGERI 72,BAHASA,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 72,BAHASA,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 73,IPA,Pilihan 1,123
Jakarta,Dalam,2018,1,SMA NEGERI 73,IPA,Pilihan 2,77
Jakarta,Dalam,2018,1,SMA NEGERI 73,IPA,Pilihan 3,92
Jakarta,Dalam,2018,1,SMA NEGERI 73,IPS,Pilihan 1,123
Jakarta,Dalam,2018,1,SMA NEGERI 73,IPS,Pilihan 2,77
Jakarta,Dalam,2018,1,SMA NEGERI 73,IPS,Pilihan 3,92
Jakarta,Dalam,2018,1,SMA NEGERI 74,IPA,Pilihan 1,118
Jakarta,Dalam,2018,1,SMA NEGERI 74,IPA,Pilihan 2,110
Jakarta,Dalam,2018,1,SMA NEGERI 74,IPA,Pilihan 3,134
Jakarta,Dalam,2018,1,SMA NEGERI 74,IPS,Pilihan 1,118
Jakarta,Dalam,2018,1,SMA NEGERI 74,IPS,Pilihan 2,110
Jakarta,Dalam,2018,1,SMA NEGERI 74,IPS,Pilihan 3,134
Jakarta,Dalam,2018,1,SMA NEGERI 75,IPA,Pilihan 1,133
Jakarta,Dalam,2018,1,SMA NEGERI 75,IPA,Pilihan 2,155
Jakarta,Dalam,2018,1,SMA NEGERI 75,IPA,Pilihan 3,129
Jakarta,Dalam,2018,1,SMA NEGERI 75,IPS,Pilihan 1,133
Jakarta,Dalam,2018,1,SMA NEGERI 75,IPS,Pilihan 2,155
Jakarta,Dalam,2018,1,SMA NEGERI 75,IPS,Pilihan 3,129
Jakarta,Dalam,2018,1,SMA NEGERI 76,IPA,Pilihan 1,106
Jakarta,Dalam,2018,1,SMA NEGERI 76,IPA,Pilihan 2,75
Jakarta,Dalam,2018,1,SMA NEGERI 76,IPA,Pilihan 3,99
Jakarta,Dalam,2018,1,SMA NEGERI 76,IPS,Pilihan 1,106
Jakarta,Dalam,2018,1,SMA NEGERI 76,IPS,Pilihan 2,75
Jakarta,Dalam,2018,1,SMA NEGERI 76,IPS,Pilihan 3,99
Jakarta,Dalam,2018,1,SMA NEGERI 77,IPA,Pilihan 1,156
Jakarta,Dalam,2018,1,SMA NEGERI 77,IPA,Pilihan 2,203
Jakarta,Dalam,2018,1,SMA NEGERI 77,IPA,Pilihan 3,54
Jakarta,Dalam,2018,1,SMA NEGERI 77,IPS,Pilihan 1,156
Jakarta,Dalam,2018,1,SMA NEGERI 77,IPS,Pilihan 2,203
Jakarta,Dalam,2018,1,SMA NEGERI 77,IPS,Pilihan 3,54
Jakarta,Dalam,2018,1,SMA NEGERI 78,IPA,Pilihan 1,403
Jakarta,Dalam,2018,1,SMA NEGERI 78,IPA,Pilihan 2,29
Jakarta,Dalam,2018,1,SMA NEGERI 78,IPA,Pilihan 3,7
Jakarta,Dalam,2018,1,SMA NEGERI 78,IPS,Pilihan 1,403
Jakarta,Dalam,2018,1,SMA NEGERI 78,IPS,Pilihan 2,29
Jakarta,Dalam,2018,1,SMA NEGERI 78,IPS,Pilihan 3,7
Jakarta,Dalam,2018,1,SMA NEGERI 78,BAHASA,Pilihan 1,403
Jakarta,Dalam,2018,1,SMA NEGERI 78,BAHASA,Pilihan 2,29
Jakarta,Dalam,2018,1,SMA NEGERI 78,BAHASA,Pilihan 3,7
Jakarta,Dalam,2018,1,SMA NEGERI 79,IPA,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 79,IPA,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 79,IPA,Pilihan 3,170
Jakarta,Dalam,2018,1,SMA NEGERI 79,IPS,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 79,IPS,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 79,IPS,Pilihan 3,170
Jakarta,Dalam,2018,1,SMA NEGERI 80,IPA,Pilihan 1,145
Jakarta,Dalam,2018,1,SMA NEGERI 80,IPA,Pilihan 2,152
Jakarta,Dalam,2018,1,SMA NEGERI 80,IPA,Pilihan 3,76
Jakarta,Dalam,2018,1,SMA NEGERI 80,IPS,Pilihan 1,145
Jakarta,Dalam,2018,1,SMA NEGERI 80,IPS,Pilihan 2,152
Jakarta,Dalam,2018,1,SMA NEGERI 80,IPS,Pilihan 3,76
Jakarta,Dalam,2018,1,SMA NEGERI 81,IPA,Pilihan 1,312
Jakarta,Dalam,2018,1,SMA NEGERI 81,IPA,Pilihan 2,20
Jakarta,Dalam,2018,1,SMA NEGERI 81,IPA,Pilihan 3,7
Jakarta,Dalam,2018,1,SMA NEGERI 81,IPS,Pilihan 1,312
Jakarta,Dalam,2018,1,SMA NEGERI 81,IPS,Pilihan 2,20
Jakarta,Dalam,2018,1,SMA NEGERI 81,IPS,Pilihan 3,7
Jakarta,Dalam,2018,1,SMA NEGERI 82,IPA,Pilihan 1,99
Jakarta,Dalam,2018,1,SMA NEGERI 82,IPA,Pilihan 2,80
Jakarta,Dalam,2018,1,SMA NEGERI 82,IPA,Pilihan 3,98
Jakarta,Dalam,2018,1,SMA NEGERI 82,IPS,Pilihan 1,99
Jakarta,Dalam,2018,1,SMA NEGERI 82,IPS,Pilihan 2,80
Jakarta,Dalam,2018,1,SMA NEGERI 82,IPS,Pilihan 3,98
Jakarta,Dalam,2018,1,SMA NEGERI 83,IPA,Pilihan 1,125
Jakarta,Dalam,2018,1,SMA NEGERI 83,IPA,Pilihan 2,107
Jakarta,Dalam,2018,1,SMA NEGERI 83,IPA,Pilihan 3,119
Jakarta,Dalam,2018,1,SMA NEGERI 83,IPS,Pilihan 1,125
Jakarta,Dalam,2018,1,SMA NEGERI 83,IPS,Pilihan 2,107
Jakarta,Dalam,2018,1,SMA NEGERI 83,IPS,Pilihan 3,119
Jakarta,Dalam,2018,1,SMA NEGERI 84,IPA,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 84,IPA,Pilihan 2,209
Jakarta,Dalam,2018,1,SMA NEGERI 84,IPA,Pilihan 3,84
Jakarta,Dalam,2018,1,SMA NEGERI 84,IPS,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 84,IPS,Pilihan 2,209
Jakarta,Dalam,2018,1,SMA NEGERI 84,IPS,Pilihan 3,84
Jakarta,Dalam,2018,1,SMA NEGERI 84,BAHASA,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 84,BAHASA,Pilihan 2,209
Jakarta,Dalam,2018,1,SMA NEGERI 84,BAHASA,Pilihan 3,84
Jakarta,Dalam,2018,1,SMA NEGERI 85,IPA,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 85,IPA,Pilihan 2,116
Jakarta,Dalam,2018,1,SMA NEGERI 85,IPA,Pilihan 3,123
Jakarta,Dalam,2018,1,SMA NEGERI 85,IPS,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 85,IPS,Pilihan 2,116
Jakarta,Dalam,2018,1,SMA NEGERI 85,IPS,Pilihan 3,123
Jakarta,Dalam,2018,1,SMA NEGERI 86,IPA,Pilihan 1,86
Jakarta,Dalam,2018,1,SMA NEGERI 86,IPA,Pilihan 2,143
Jakarta,Dalam,2018,1,SMA NEGERI 86,IPA,Pilihan 3,127
Jakarta,Dalam,2018,1,SMA NEGERI 86,IPS,Pilihan 1,86
Jakarta,Dalam,2018,1,SMA NEGERI 86,IPS,Pilihan 2,143
Jakarta,Dalam,2018,1,SMA NEGERI 86,IPS,Pilihan 3,127
Jakarta,Dalam,2018,1,SMA NEGERI 87,IPA,Pilihan 1,117
Jakarta,Dalam,2018,1,SMA NEGERI 87,IPA,Pilihan 2,101
Jakarta,Dalam,2018,1,SMA NEGERI 87,IPA,Pilihan 3,114
Jakarta,Dalam,2018,1,SMA NEGERI 87,IPS,Pilihan 1,117
Jakarta,Dalam,2018,1,SMA NEGERI 87,IPS,Pilihan 2,101
Jakarta,Dalam,2018,1,SMA NEGERI 87,IPS,Pilihan 3,114
Jakarta,Dalam,2018,1,SMA NEGERI 88,IPA,Pilihan 1,74
Jakarta,Dalam,2018,1,SMA NEGERI 88,IPA,Pilihan 2,133
Jakarta,Dalam,2018,1,SMA NEGERI 88,IPA,Pilihan 3,137
Jakarta,Dalam,2018,1,SMA NEGERI 88,IPS,Pilihan 1,74
Jakarta,Dalam,2018,1,SMA NEGERI 88,IPS,Pilihan 2,133
Jakarta,Dalam,2018,1,SMA NEGERI 88,IPS,Pilihan 3,137
Jakarta,Dalam,2018,1,SMA NEGERI 89,IPA,Pilihan 1,192
Jakarta,Dalam,2018,1,SMA NEGERI 89,IPA,Pilihan 2,75
Jakarta,Dalam,2018,1,SMA NEGERI 89,IPA,Pilihan 3,43
Jakarta,Dalam,2018,1,SMA NEGERI 89,IPS,Pilihan 1,192
Jakarta,Dalam,2018,1,SMA NEGERI 89,IPS,Pilihan 2,75
Jakarta,Dalam,2018,1,SMA NEGERI 89,IPS,Pilihan 3,43
Jakarta,Dalam,2018,1,SMA NEGERI 90,IPA,Pilihan 1,164
Jakarta,Dalam,2018,1,SMA NEGERI 90,IPA,Pilihan 2,135
Jakarta,Dalam,2018,1,SMA NEGERI 90,IPA,Pilihan 3,46
Jakarta,Dalam,2018,1,SMA NEGERI 90,IPS,Pilihan 1,164
Jakarta,Dalam,2018,1,SMA NEGERI 90,IPS,Pilihan 2,135
Jakarta,Dalam,2018,1,SMA NEGERI 90,IPS,Pilihan 3,46
Jakarta,Dalam,2018,1,SMA NEGERI 91,IPA,Pilihan 1,109
Jakarta,Dalam,2018,1,SMA NEGERI 91,IPA,Pilihan 2,78
Jakarta,Dalam,2018,1,SMA NEGERI 91,IPA,Pilihan 3,83
Jakarta,Dalam,2018,1,SMA NEGERI 91,IPS,Pilihan 1,109
Jakarta,Dalam,2018,1,SMA NEGERI 91,IPS,Pilihan 2,78
Jakarta,Dalam,2018,1,SMA NEGERI 91,IPS,Pilihan 3,83
Jakarta,Dalam,2018,1,SMA NEGERI 92,IPA,Pilihan 1,62
Jakarta,Dalam,2018,1,SMA NEGERI 92,IPA,Pilihan 2,123
Jakarta,Dalam,2018,1,SMA NEGERI 92,IPA,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 92,IPS,Pilihan 1,62
Jakarta,Dalam,2018,1,SMA NEGERI 92,IPS,Pilihan 2,123
Jakarta,Dalam,2018,1,SMA NEGERI 92,IPS,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 92,BAHASA,Pilihan 1,62
Jakarta,Dalam,2018,1,SMA NEGERI 92,BAHASA,Pilihan 2,123
Jakarta,Dalam,2018,1,SMA NEGERI 92,BAHASA,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 93,IPA,Pilihan 1,159
Jakarta,Dalam,2018,1,SMA NEGERI 93,IPA,Pilihan 2,175
Jakarta,Dalam,2018,1,SMA NEGERI 93,IPA,Pilihan 3,169
Jakarta,Dalam,2018,1,SMA NEGERI 93,IPS,Pilihan 1,159
Jakarta,Dalam,2018,1,SMA NEGERI 93,IPS,Pilihan 2,175
Jakarta,Dalam,2018,1,SMA NEGERI 93,IPS,Pilihan 3,169
Jakarta,Dalam,2018,1,SMA NEGERI 94,IPA,Pilihan 1,102
Jakarta,Dalam,2018,1,SMA NEGERI 94,IPA,Pilihan 2,62
Jakarta,Dalam,2018,1,SMA NEGERI 94,IPA,Pilihan 3,61
Jakarta,Dalam,2018,1,SMA NEGERI 94,IPS,Pilihan 1,102
Jakarta,Dalam,2018,1,SMA NEGERI 94,IPS,Pilihan 2,62
Jakarta,Dalam,2018,1,SMA NEGERI 94,IPS,Pilihan 3,61
Jakarta,Dalam,2018,1,SMA NEGERI 95,IPA,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 95,IPA,Pilihan 2,122
Jakarta,Dalam,2018,1,SMA NEGERI 95,IPA,Pilihan 3,125
Jakarta,Dalam,2018,1,SMA NEGERI 95,IPS,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 95,IPS,Pilihan 2,122
Jakarta,Dalam,2018,1,SMA NEGERI 95,IPS,Pilihan 3,125
Jakarta,Dalam,2018,1,SMA NEGERI 95,BAHASA,Pilihan 1,127
Jakarta,Dalam,2018,1,SMA NEGERI 95,BAHASA,Pilihan 2,122
Jakarta,Dalam,2018,1,SMA NEGERI 95,BAHASA,Pilihan 3,125
Jakarta,Dalam,2018,1,SMA NEGERI 96,IPA,Pilihan 1,100
Jakarta,Dalam,2018,1,SMA NEGERI 96,IPA,Pilihan 2,83
Jakarta,Dalam,2018,1,SMA NEGERI 96,IPA,Pilihan 3,89
Jakarta,Dalam,2018,1,SMA NEGERI 96,IPS,Pilihan 1,100
Jakarta,Dalam,2018,1,SMA NEGERI 96,IPS,Pilihan 2,83
Jakarta,Dalam,2018,1,SMA NEGERI 96,IPS,Pilihan 3,89
Jakarta,Dalam,2018,1,SMA NEGERI 97,IPA,Pilihan 1,71
Jakarta,Dalam,2018,1,SMA NEGERI 97,IPA,Pilihan 2,113
Jakarta,Dalam,2018,1,SMA NEGERI 97,IPA,Pilihan 3,150
Jakarta,Dalam,2018,1,SMA NEGERI 97,IPS,Pilihan 1,71
Jakarta,Dalam,2018,1,SMA NEGERI 97,IPS,Pilihan 2,113
Jakarta,Dalam,2018,1,SMA NEGERI 97,IPS,Pilihan 3,150
Jakarta,Dalam,2018,1,SMA NEGERI 98,IPA,Pilihan 1,157
Jakarta,Dalam,2018,1,SMA NEGERI 98,IPA,Pilihan 2,129
Jakarta,Dalam,2018,1,SMA NEGERI 98,IPA,Pilihan 3,86
Jakarta,Dalam,2018,1,SMA NEGERI 98,IPS,Pilihan 1,157
Jakarta,Dalam,2018,1,SMA NEGERI 98,IPS,Pilihan 2,129
Jakarta,Dalam,2018,1,SMA NEGERI 98,IPS,Pilihan 3,86
Jakarta,Dalam,2018,1,SMA NEGERI 99,IPA,Pilihan 1,212
Jakarta,Dalam,2018,1,SMA NEGERI 99,IPA,Pilihan 2,172
Jakarta,Dalam,2018,1,SMA NEGERI 99,IPA,Pilihan 3,59
Jakarta,Dalam,2018,1,SMA NEGERI 99,IPS,Pilihan 1,212
Jakarta,Dalam,2018,1,SMA NEGERI 99,IPS,Pilihan 2,172
Jakarta,Dalam,2018,1,SMA NEGERI 99,IPS,Pilihan 3,59
Jakarta,Dalam,2018,1,SMA NEGERI 100,IPA,Pilihan 1,149
Jakarta,Dalam,2018,1,SMA NEGERI 100,IPA,Pilihan 2,137
Jakarta,Dalam,2018,1,SMA NEGERI 100,IPA,Pilihan 3,219
Jakarta,Dalam,2018,1,SMA NEGERI 100,IPS,Pilihan 1,149
Jakarta,Dalam,2018,1,SMA NEGERI 100,IPS,Pilihan 2,137
Jakarta,Dalam,2018,1,SMA NEGERI 100,IPS,Pilihan 3,219
Jakarta,Dalam,2018,1,SMA NEGERI 101,IPA,Pilihan 1,115
Jakarta,Dalam,2018,1,SMA NEGERI 101,IPA,Pilihan 2,108
Jakarta,Dalam,2018,1,SMA NEGERI 101,IPA,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 101,IPS,Pilihan 1,115
Jakarta,Dalam,2018,1,SMA NEGERI 101,IPS,Pilihan 2,108
Jakarta,Dalam,2018,1,SMA NEGERI 101,IPS,Pilihan 3,105
Jakarta,Dalam,2018,1,SMA NEGERI 102,IPA,Pilihan 1,62
Jakarta,Dalam,2018,1,SMA NEGERI 102,IPA,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 102,IPA,Pilihan 3,112
Jakarta,Dalam,2018,1,SMA NEGERI 102,IPS,Pilihan 1,62
Jakarta,Dalam,2018,1,SMA NEGERI 102,IPS,Pilihan 2,148
Jakarta,Dalam,2018,1,SMA NEGERI 102,IPS,Pilihan 3,112
Jakarta,Dalam,2018,1,SMA NEGERI 103,IPA,Pilihan 1,178
Jakarta,Dalam,2018,1,SMA NEGERI 103,IPA,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 103,IPA,Pilihan 3,67
Jakarta,Dalam,2018,1,SMA NEGERI 103,IPS,Pilihan 1,178
Jakarta,Dalam,2018,1,SMA NEGERI 103,IPS,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 103,IPS,Pilihan 3,67
Jakarta,Dalam,2018,1,SMA NEGERI 104,IPA,Pilihan 1,173
Jakarta,Dalam,2018,1,SMA NEGERI 104,IPA,Pilihan 2,139
Jakarta,Dalam,2018,1,SMA NEGERI 104,IPA,Pilihan 3,119
Jakarta,Dalam,2018,1,SMA NEGERI 104,IPS,Pilihan 1,173
Jakarta,Dalam,2018,1,SMA NEGERI 104,IPS,Pilihan 2,139
Jakarta,Dalam,2018,1,SMA NEGERI 104,IPS,Pilihan 3,119
Jakarta,Dalam,2018,1,SMA NEGERI 105,IPA,Pilihan 1,78
Jakarta,Dalam,2018,1,SMA NEGERI 105,IPA,Pilihan 2,139
Jakarta,Dalam,2018,1,SMA NEGERI 105,IPA,Pilihan 3,163
Jakarta,Dalam,2018,1,SMA NEGERI 105,IPS,Pilihan 1,78
Jakarta,Dalam,2018,1,SMA NEGERI 105,IPS,Pilihan 2,139
Jakarta,Dalam,2018,1,SMA NEGERI 105,IPS,Pilihan 3,163
Jakarta,Dalam,2018,1,SMA NEGERI 106,IPA,Pilihan 1,88
Jakarta,Dalam,2018,1,SMA NEGERI 106,IPA,Pilihan 2,131
Jakarta,Dalam,2018,1,SMA NEGERI 106,IPA,Pilihan 3,118
Jakarta,Dalam,2018,1,SMA NEGERI 106,IPS,Pilihan 1,88
Jakarta,Dalam,2018,1,SMA NEGERI 106,IPS,Pilihan 2,131
Jakarta,Dalam,2018,1,SMA NEGERI 106,IPS,Pilihan 3,118
Jakarta,Dalam,2018,1,SMA NEGERI 107,IPA,Pilihan 1,94
Jakarta,Dalam,2018,1,SMA NEGERI 107,IPA,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 107,IPA,Pilihan 3,115
Jakarta,Dalam,2018,1,SMA NEGERI 107,IPS,Pilihan 1,94
Jakarta,Dalam,2018,1,SMA NEGERI 107,IPS,Pilihan 2,92
Jakarta,Dalam,2018,1,SMA NEGERI 107,IPS,Pilihan 3,115
Jakarta,Dalam,2018,1,SMA NEGERI 108,IPA,Pilihan 1,76
Jakarta,Dalam,2018,1,SMA NEGERI 108,IPA,Pilihan 2,85
Jakarta,Dalam,2018,1,SMA NEGERI 108,IPA,Pilihan 3,194
Jakarta,Dalam,2018,1,SMA NEGERI 108,IPS,Pilihan 1,76
