Nomor,Tahun,Daerah,,Persentase Suara (%),No Pasangan,Jabatan,Nama,,Jumlah Suara,Persentase Suara (%),,wakil,,,,,
59,2018,Kabupaten Jombang,Menang,48.29,1,Bupati,Hj. Mundjidah Wahab,Menang,308609,48.29,Menang,FALSE,0,Menang,Menang,,
59,2018,Kabupaten Jombang,,34.35,2,Bupati,Drs. Ec. H. Nyono Suharli Wihandoko,,219517,34.35,,FALSE,1,,,,
59,2018,Kabupaten Jombang,,17.36,3,Bupati,"Dr.Syafiin, Sh, Mm, Mh",,11093,17.36,,FALSE,1,,,,
60,2018,Kota Kediri,,20.15,1,Walikota,Aizzudin,,29848,20.15,,FALSE,0,,,,
60,2018,Kota Kediri,Menang,57.74,2,Walikota,Abdullah Abu Bakar,Menang,85514,57.74,Menang,FALSE,1,Menang,Menang,,
60,2018,Kota Kediri,,22.11,3,Walikota,"Dr. Samsul Ashar, Sp.Pd",,32752,22.11,,FALSE,1,,,,
61,2018,Kota Madiun,Menang,38.53,1,Walikota,"Drs. H. Maidi, Sh, Mm, M.Pd",Menang,39465,38.53,Menang,FALSE,0,Menang,Menang,,
61,2018,Kota Madiun,,34.52,2,Walikota,Dr. Harryadin Mahardika,,35353,34.52,,FALSE,1,,,,
61,2018,Kota Madiun,,26.95,3,Walikota,"Yusuf Rohana, St",,27608,26.95,,FALSE,1,,,,
62,2018,Kota Malang,,18.89,1,Walikota,"Ya'Qud Ananda Gudban, Ss, Mm.",,70006,18.89,,FALSE,0,,,,
62,2018,Kota Malang,,36.6,2,Walikota,H. Anton,,135652,36.6,Menang,FALSE,1,Menang,Menang,,
62,2018,Kota Malang,Menang,44.51,3,Walikota,Sutiaji,Menang,164995,44.51,Menang,FALSE,1,Menang,Menang,,
63,2018,Kota Mojokerto,,27.63,1,Walikota,"Dr. H. Akmal Boedianto, Sh, M.Si",,19853,27.63,Menang,FALSE,0,Menang,Menang,,
63,2018,Kota Mojokerto,,26.97,2,Walikota,Andy Soebjakto Molanggato,,19378,26.97,,FALSE,1,,,,
63,2018,Kota Mojokerto,,12.55,3,Walikota,Warsito,,9013,12.55,,FALSE,1,,,,
63,2018,Kota Mojokerto,Menang,32.85,4,Walikota,"Hj. Ika Puspitasari, Se",Menang,236,32.85,Menang,FALSE,1,Menang,Menang,,
64,2018,Kota Probolinggo,,2.66,1,Walikota,Suwito,,3342,2.66,,FALSE,0,,,,
64,2018,Kota Probolinggo,,37.28,2,Walikota,"H. Fernanda Zulkarnain, Bsee.Mscs.",,46777,37.28,Menang,FALSE,1,Menang,Menang,,
64,2018,Kota Probolinggo,,11.97,3,Walikota,Syamsu Alam,,15022,11.97,,FALSE,1,,,,
64,2018,Kota Probolinggo,Menang,48.09,4,Walikota,"Habib Hadi Zainal Abidin, S.Pd., Mm., M.Hp.",Menang,6035,48.09,Menang,FALSE,1,Menang,Menang,,
65,2018,Kabupaten Lumajang,Menang,42.53,1,Bupati,"H. Thoriqul Haq, Mml",Menang,246954,42.53,Menang,FALSE,0,Menang,Menang,,
65,2018,Kabupaten Lumajang,,34.67,2,Bupati,"Drs. H. As�T, M.Ag",,201305,34.67,,FALSE,1,,,,
65,2018,Kabupaten Lumajang,,22.81,3,Bupati,"H. Rofik, Sh., Mh",,132431,22.81,,FALSE,1,,,,
66,2018,Kabupaten Madiun,Menang,40.17,1,Bupati,"H.Ahmad Dawami Ragil Saputro,S.Sos",Menang,162012,40.17,Menang,FALSE,0,Menang,Menang,,
66,2018,Kabupaten Madiun,,22.48,2,Bupati,"Rio Wing Dinaryhadi,St",,9067,22.48,,FALSE,1,,,,
66,2018,Kabupaten Madiun,Menang,37.35,3,Bupati,Drs.Djoko Setijono,Menang,150668,37.35,Menang,FALSE,1,Menang,Menang,,
67,2018,Kabupaten Magetan,,30.09,1,Bupati,Suyatni Priasmoro,,115395,30.09,Menang,FALSE,0,Menang,Menang,,
67,2018,Kabupaten Magetan,,26.9,2,Bupati,"Ir. H. Sh. Miratul Mukminin, Mm",,103176,26.9,,FALSE,1,,,,
67,2018,Kabupaten Magetan,Menang,43.01,3,Bupati,"Dr. Drs. Suprawoto, Sh, M.Si",Menang,164932,43.01,Menang,FALSE,1,Menang,Menang,,
68,2018,Kabupaten Nganjuk,Menang,54.71,1,Bupati,"H. Novi Rahman Hidhayat, S.Sos., Mm.",Menang,303175,54.71,Menang,FALSE,0,Menang,Menang,,
68,2018,Kabupaten Nganjuk,,35.07,2,Bupati,"Ir. Siti Nurhayati, Mm.",,194338,35.07,,FALSE,1,,,,
68,2018,Kabupaten Nganjuk,,10.21,3,Bupati,"Desy Natalia Widya, Sip",,56593,10.21,,FALSE,1,,,,
69,2018,Kabupaten Pamekasan,Menang,53.34,1,Bupati,"H. Badrut Tamam, S.Psi",Menang,259444,53.34,Menang,FALSE,0,Menang,Menang,,
69,2018,Kabupaten Pamekasan,,46.66,2,Bupati,"Dr. Kh. Kholilurrahman, Sh.,M.Si",,226935,46.66,,FALSE,1,,,,
70,2018,Kabupaten Pasuruan,Menang,77.44,1,Bupati,Mohammad Irsyad Yusuf,Menang,535453,77.44,Menang,FALSE,0,Menang,Menang,,
71,2018,Kabupaten Probolinggo,Menang,57.66,1,Bupati,Hj. Puput Tantriana Sari,Menang,345797,57.66,Menang,FALSE,0,Menang,Menang,,
71,2018,Kabupaten Probolinggo,,42.34,2,Bupati,"H. Abdul Malik Haramain, M.Si",,253918,42.34,,FALSE,1,,,,
72,2018,Kabupaten Sampang,Menang,38.22,1,Bupati,H. Slamet Junaidi,Menang,252078,38.22,Menang,FALSE,0,Menang,Menang,,
72,2018,Kabupaten Sampang,,37.05,2,Bupati,"Drh.H. Hermanto Subaidi, M.Si",,244348,37.05,,FALSE,1,,,,
72,2018,Kabupaten Sampang,,24.73,3,Bupati,H. Hisan. Se,,16311,24.73,,FALSE,1,,,,
73,2018,Kabupaten Tulungagung,,40.06,1,Bupati,Margiono,,237614,40.06,,FALSE,0,,,,
73,2018,Kabupaten Tulungagung,Menang,59.94,2,Bupati,"Syahri Mulyo. Se., M.Si",Menang,355564,59.94,Menang,FALSE,1,Menang,Menang,,
74,2018,Kabupaten Kayong Utara,,34.84,1,Bupati,"Masdar, S.Pd. Sd, M.Si",,19381,34.84,,FALSE,0,,,,
74,2018,Kabupaten Kayong Utara,Menang,44.91,2,Bupati,Drs. Citra Duani,Menang,24978,44.91,Menang,FALSE,1,Menang,Menang,,
74,2018,Kabupaten Kayong Utara,,20.25,3,Bupati,"Abdul Halim Hasin, S.Ip,M.Si.",,11264,20.25,,FALSE,1,,,,
75,2018,Kota Pontianak,,17.16,1,Walikota,Harry Adryanto,,53987,17.16,,FALSE,0,,,,
75,2018,Kota Pontianak,Menang,63.9,2,Walikota,"Ir. H. Edi Rusdi Kamtono, Mm, Mt",Menang,201076,63.9,Menang,FALSE,1,Menang,Menang,,
75,2018,Kota Pontianak,,18.94,3,Walikota,"Satarudin, Sh",,59615,18.94,,FALSE,1,,,,
76,2018,Kabupaten Kubu Raya,Menang,69.9,1,Bupati,"H. Muda Mahendrawan, Sh",Menang,19445,69.9,Menang,FALSE,0,Menang,Menang,,
76,2018,Kabupaten Kubu Raya,,14.06,2,Bupati,"Ir. H. Werry Syahrial, M.H",,39111,14.06,,FALSE,1,,,,
76,2018,Kabupaten Kubu Raya,,16.04,3,Bupati,"H. Hamzah Tawil, S.Ag. M.Si",,44624,16.04,Menang,FALSE,1,Menang,Menang,,
77,2018,Kabupaten Mempawah,,12.96,1,Bupati,"Drs.H.Syech Bandar,M.Si",,16991,12.96,,FALSE,0,,,,
77,2018,Kabupaten Mempawah,,22.59,2,Bupati,"Dr.H.Rahmad Satria,Sh.,Mh.",,29621,22.59,Menang,FALSE,1,Menang,Menang,,
77,2018,Kabupaten Mempawah,Menang,41.5,3,Bupati,"Hj.Erlina, Sh.,Mh.",Menang,54424,41.5,Menang,FALSE,1,Menang,Menang,,
77,2018,Kabupaten Mempawah,,22.96,4,Bupati,"Ir. H. Rudhy Bachtiar, M.Si",,30114,22.96,,FALSE,1,,,,
78,2018,Kabupaten Sanggau,,42.91,1,Bupati,"Yansen Akun Effendy, Sh.M.Si,Mh",,100004,42.91,,FALSE,0,,,,
78,2018,Kabupaten Sanggau,Menang,57.09,2,Bupati,"Paolus Hadi, S.Ip, M.Si",Menang,133032,57.09,Menang,FALSE,1,Menang,Menang,,
79,2018,Kabupaten Hulu Sungai Selatan,,34.54,1,Bupati,H. Muhammad Najamuddin,,41349,34.54,,FALSE,0,,,,
79,2018,Kabupaten Hulu Sungai Selatan,Menang,65.46,2,Bupati,"Drs. H. Achmad Fikry, M.Ap",Menang,78371,65.46,Menang,FALSE,1,Menang,Menang,,
80,2018,Kabupaten Tabalong,,32.93,1,Bupati,H.Norhasani,,40765,32.93,Menang,FALSE,0,Menang,Menang,,
80,2018,Kabupaten Tabalong,,6.55,2,Bupati,"H.Winarto, S.Pd, M.Si",,8103,6.55,,FALSE,1,,,,
80,2018,Kabupaten Tabalong,Menang,35.95,3,Bupati,"Drs. H. Anang Syakhfiani, M.Si",Menang,44496,35.95,Menang,FALSE,1,Menang,Menang,,
80,2018,Kabupaten Tabalong,,24.57,4,Bupati,"Hj. Noor Farida, Se",,30418,24.57,,FALSE,1,,,,
81,2018,Kabupaten Tanah Laut,Menang,62.3,1,Bupati,Drs. H. Sukamta,Menang,107798,62.3,Menang,FALSE,0,Menang,Menang,,
81,2018,Kabupaten Tanah Laut,,37.7,2,Bupati,"H. Bambang Alamsyah, S.T",,6522,37.7,,FALSE,1,,,,
82,2018,Kabupaten Tapin,Menang,80.87,1,Bupati,"Drs. H. Muhammad Arifin Arpan, Mm",Menang,8583,80.87,Menang,FALSE,0,Menang,Menang,,
83,2018,Kabupaten Barito Timur,,21.89,1,Bupati,"Pancani Gandrung, Sh., Msi",,12497,21.89,,FALSE,0,,,,
83,2018,Kabupaten Barito Timur,,35.11,2,Bupati,"H. Supriatna, S.Pd, Mm",,20049,35.11,Menang,FALSE,1,Menang,Menang,,
83,2018,Kabupaten Barito Timur,Menang,43,3,Bupati,"Ampera A. Y Mebas, Se, Mm",Menang,24555,43,Menang,FALSE,1,Menang,Menang,,
84,2018,Kabupaten Barito Utara,Menang,69.02,1,Bupati,H.Nadalsyah,Menang,39281,69.02,Menang,FALSE,0,Menang,Menang,,
84,2018,Kabupaten Barito Utara,,30.98,2,Bupati,"Taufik Nugraha, S.Kom",,17631,30.98,,FALSE,1,,,,
85,2018,Kabupaten Gunung Mas,,22.97,1,Bupati,"Rony Karlos, S.Sos",,1279,22.97,,FALSE,0,,,,
85,2018,Kabupaten Gunung Mas,,36.61,2,Bupati,Ir. Lohing Simon,,20387,36.61,Menang,FALSE,1,Menang,Menang,,
85,2018,Kabupaten Gunung Mas,Menang,40.42,3,Bupati,"Jaya Samaya Monong, Se, M.Si",Menang,22509,40.42,Menang,FALSE,1,Menang,Menang,,
86,2018,Kabupaten Kapuas,Menang,56.4,1,Bupati,"Ir. Ben Brahim.S. Bahat,Mm.Mt",Menang,93062,56.4,Menang,FALSE,0,Menang,Menang,,
86,2018,Kabupaten Kapuas,,43.6,2,Bupati,"Ir. H. Muhammad Mawardi, M.M.,M.Si,.",,71937,43.6,,FALSE,1,,,,
87,2018,Kabupaten Katingan,,27.79,1,Bupati,"Sakariyas, Se",,1951,27.79,Menang,FALSE,0,Menang,Menang,,
87,2018,Kabupaten Katingan,,20.81,2,Bupati,"H. Fahmi Fauzi, S.Hut",,14608,20.81,,FALSE,1,,,,
87,2018,Kabupaten Katingan,,23.34,3,Bupati,"H.Surya, Sh,M.Hum",,16389,23.34,Menang,FALSE,1,Menang,Menang,,
87,2018,Kabupaten Katingan,,13.01,4,Bupati,"H. Ade Supriadi, Sp, Mh",,9134,13.01,,FALSE,1,,,,
87,2018,Kabupaten Katingan,,15.06,5,Bupati,"H. Wiwin Susanto, S.Pd",,10572,15.06,Menang,FALSE,1,Menang,Menang,,
88,2018,Kota Palangkaraya,,8.65,1,Walikota,Tuty Dau,,9822,8.65,,FALSE,0,,,,
88,2018,Kota Palangkaraya,,13.88,2,Walikota,"H. Rusliansyah, Se.,M.Ap",,15757,13.88,Menang,FALSE,1,Menang,Menang,,
88,2018,Kota Palangkaraya,Menang,43.59,3,Walikota,"Fairid Naparin, Se",Menang,49482,43.59,Menang,FALSE,1,Menang,Menang,,
88,2018,Kota Palangkaraya,,33.87,4,Walikota,"Aries Marcorius Narang, Se., M.Si",,38452,33.87,,FALSE,1,,,,
89,2018,Kabupaten Lamandau,Menang,6.37,1,Bupati,"Taji Pranito, S.Pd",Menang,2544,6.37,Menang,FALSE,0,Menang,Menang,,
89,2018,Kabupaten Lamandau,,4.69,2,Bupati,Sata Umani,,1872,4.69,,FALSE,1,,,,
89,2018,Kabupaten Lamandau,,28.35,3,Bupati,"Fx. Perwiragato, S.Ip",,11317,28.35,Menang,FALSE,1,Menang,Menang,,
89,2018,Kabupaten Lamandau,Menang,60.59,4,Bupati,H. Hendra Lesmana,Menang,24189,60.59,Menang,FALSE,1,Menang,Menang,,
90,2018,Kabupaten Murung Raya,,41.15,1,Bupati,"H. Aprian Noor, S.Sos",,21708,41.15,,FALSE,0,,,,
90,2018,Kabupaten Murung Raya,Menang,57.19,2,Bupati,"Drs. Perdie, Ma",Menang,3017,57.19,Menang,FALSE,1,Menang,Menang,,
90,2018,Kabupaten Murung Raya,,1.66,3,Bupati,"H. Syapuani, Se.,Mm",,877,1.66,,FALSE,1,,,,
91,2018,Kabupaten Pulang Pisau,,47.97,1,Bupati,"H. Idham Amur, S.H., M.Si.",,33012,47.97,,FALSE,0,,,,
91,2018,Kabupaten Pulang Pisau,Menang,52.03,2,Bupati,"H. Edy Pratowo, S.Sos., Mm.",Menang,35811,52.03,Menang,FALSE,1,Menang,Menang,,
92,2018,Kabupaten Seruyan,,33.9,1,Bupati,"H. Sudarsono, S.H.",,20536,33.9,Menang,FALSE,0,Menang,Menang,,
92,2018,Kabupaten Seruyan,,20.57,2,Bupati,Drs. H. Edy Riswan,,12462,20.57,,FALSE,1,,,,
92,2018,Kabupaten Seruyan,Menang,45.53,3,Bupati,Yulhaidir,Menang,27583,45.53,Menang,FALSE,1,Menang,Menang,,
93,2018,Kabupaten Sukamara,,36.02,1,Bupati,"H. Ahmad Darsoni, Skm, M.Si",,10799,36.02,Menang,FALSE,0,Menang,Menang,,
93,2018,Kabupaten Sukamara,,16.61,2,Bupati,"H. Mugeni, Sh.,Mh",,4981,16.61,,FALSE,1,,,,
93,2018,Kabupaten Sukamara,Menang,47.37,3,Bupati,H. Windu Subagio,Menang,14203,47.37,Menang,FALSE,1,Menang,Menang,,
94,2018,Kabupaten Penajam Paser Utara,,16.08,1,Bupati,"Mustaqim, Mz.Mm",,13202,16.08,,FALSE,0,,,,
94,2018,Kabupaten Penajam Paser Utara,,38.55,2,Bupati,"H. Andi Harahap, S.Sos",,3166,38.55,Menang,FALSE,1,Menang,Menang,,
94,2018,Kabupaten Penajam Paser Utara,Menang,45.37,3,Bupati,Abdul Gafur,Menang,37265,45.37,Menang,FALSE,1,Menang,Menang,,
95,2018,Kota Tarakan,,28.13,1,Walikota,"Hj. Umi Suhartini, S.Pd. M.H",,25611,28.13,,FALSE,0,,,,
95,2018,Kota Tarakan,Menang,30.87,2,Walikota,"Dr. Khairul, M.Kes",Menang,28099,30.87,Menang,FALSE,1,Menang,Menang,,
95,2018,Kota Tarakan,,19.69,3,Walikota,"Drs. H. Badrun, Msi",,17924,19.69,,FALSE,1,,,,
95,2018,Kota Tarakan,,21.31,4,Walikota,"Ir. Sofian, M.Si",,19399,21.31,Menang,FALSE,1,Menang,Menang,,
96,2018,Kabupaten Bangka,,28.48,1,Bupati,"Ir. H. Tarmizi H. Saat, Mm",,34706,28.48,,FALSE,0,,,,
96,2018,Kabupaten Bangka,Menang,48.66,2,Bupati,"Mulkan, Sh. Mh",Menang,59304,48.66,Menang,FALSE,1,Menang,Menang,,
96,2018,Kabupaten Bangka,,22.86,3,Bupati,"Dr.Ir. H. Kms. Daniel, Mm",,27864,22.86,,FALSE,1,,,,
97,2018,Kabupaten Belitung,,26.13,1,Bupati,"Ir. H. Azwardy Azhar, Se., M.Si",,22458,26.13,,FALSE,0,,,,
97,2018,Kabupaten Belitung,,30.22,2,Bupati,"Hellyana, Sh",,25973,30.22,Menang,FALSE,1,Menang,Menang,,
97,2018,Kabupaten Belitung,,10.66,3,Bupati,"H. Andi Saparudin Lanna, Sh",,9163,10.66,,FALSE,1,,,,
97,2018,Kabupaten Belitung,Menang,33,4,Bupati,"H. Sahani Saleh, S.Sos",Menang,28366,33,Menang,FALSE,1,Menang,Menang,,
98,2018,Kota Pangkalpinang,,8.58,1,Walikota,"Rinaldi, S.E., M.H.",,6562,8.58,,FALSE,0,,,,
98,2018,Kota Pangkalpinang,,33.07,2,Walikota,"Prof. H. Saparudin, M.T., Ph.D",,25283,33.07,Menang,FALSE,1,Menang,Menang,,
98,2018,Kota Pangkalpinang,Menang,41.59,3,Walikota,"H. Maulan Aklil, S.I.P., M.Si.",Menang,31792,41.59,Menang,FALSE,1,Menang,Menang,,
98,2018,Kota Pangkalpinang,,16.76,4,Walikota,"Endang Kusumawaty, S.T.",,12812,16.76,,FALSE,1,,,,
99,2018,Kota Tanjungpinang,Menang,51.45,1,Walikota,"H. Syahrul, S.Pd.Sd",Menang,42559,51.45,Menang,FALSE,0,Menang,Menang,,
99,2018,Kota Tanjungpinang,,48.55,2,Walikota,"H. Lis Darmansyah, Sh",,40161,48.55,,FALSE,1,,,,
100,2018,Kabupaten Lampung Utara,Menang,32.84,1,Bupati,"Drs. Hi. ZAINAL ABIDIN, MM",Menang,97014,32.84,Menang,FALSE,0,Menang,Menang,,
100,2018,Kabupaten Lampung Utara,,17.7,2,Bupati,Hi. APROZI ALAM,,52276,17.7,,FALSE,1,,,,
100,2018,Kabupaten Lampung Utara,Menang,49.47,3,Bupati,"H. AGUNG ILMU MANGKUNEGARA, S.STP. MH.",Menang,146137,49.47,Menang,FALSE,1,Menang,Menang,,
101,2018,Kabupaten Tanggamus,Menang,55.96,1,Bupati,"Hj. Dewi Handajani, Se, Mm",Menang,170399,55.96,Menang,FALSE,0,Menang,Menang,,
101,2018,Kabupaten Tanggamus,,44.04,2,Bupati,"Hi. Samsul Hadi, M.Pd.I",,134084,44.04,,FALSE,1,,,,
102,2018,Kota Tual,,19.59,1,Walikota,"Drs. Yunus Serang, M.Si",,6297,19.59,,FALSE,0,,,,
102,2018,Kota Tual,Menang,49.63,2,Walikota,"Adam Rahayaan, S.Ag, M.Si",Menang,15956,49.63,Menang,FALSE,1,Menang,Menang,,
102,2018,Kota Tual,,30.78,3,Walikota,"Drs. Basri Adlly Bandjar, M.Si",,9896,30.78,,FALSE,1,,,,
103,2018,Kabupaten Maluku Tenggara,,24.21,1,Bupati,"Drs. Angelus Renjaan, M.Pd, Mh",,13047,24.21,,FALSE,0,,,,
103,2018,Kabupaten Maluku Tenggara,,32.97,2,Bupati,"Esebius Utha Safsafubun, S.Ip",,17769,32.97,Menang,FALSE,1,Menang,Menang,,
103,2018,Kabupaten Maluku Tenggara,Menang,42.83,3,Bupati,Muhamad Thaher Hanubun,Menang,23083,42.83,Menang,FALSE,1,Menang,Menang,,
104,2018,Kota Bima,,39.54,1,Walikota,"H. A. Rahman, Se",,34902,39.54,,FALSE,0,,,,
104,2018,Kota Bima,Menang,44.28,2,Walikota,"H. Muhammad Lutfi, Se",Menang,39081,44.28,Menang,FALSE,1,Menang,Menang,,
104,2018,Kota Bima,,16.18,3,Walikota,"Subhan, Sh",,1428,16.18,,FALSE,1,,,,
105,2018,Kabupaten Lombok Barat,,21.24,1,Bupati,"H. M. Izzul Islam, S.Mn",,73406,21.24,,FALSE,0,,,,
105,2018,Kabupaten Lombok Barat,,32.89,2,Bupati,"Nauvar Furqony Farinduan, Sh., Mba",,113642,32.89,Menang,FALSE,1,Menang,Menang,,
105,2018,Kabupaten Lombok Barat,Menang,45.87,3,Bupati,"H. Fauzan Khalid, S.Ag., M.Si",Menang,158502,45.87,Menang,FALSE,1,Menang,Menang,,
106,2018,Kabupaten Lombok Timur,,26.89,1,Bupati,Drs. H. Haerul Warisin,,174188,26.89,Menang,FALSE,0,Menang,Menang,,
106,2018,Kabupaten Lombok Timur,,5.1,2,Bupati,"Ali Masadi, S.H., M.Kn",,3303,5.1,,FALSE,1,,,,
106,2018,Kabupaten Lombok Timur,Menang,41.84,3,Bupati,"Drs. H. Mohammad Sukiman Azmy, Mm.",Menang,27107,41.84,Menang,FALSE,1,Menang,Menang,,
106,2018,Kabupaten Lombok Timur,,26.18,4,Bupati,H.M.Syamsul Luthfi,,169607,26.18,,FALSE,1,,,,
107,2018,Kabupaten Alor,,46.35,1,Bupati,"Dr. Imanuel Ekadianus Blegur, M.Si",,51796,46.35,,FALSE,0,,,,
107,2018,Kabupaten Alor,Menang,53.65,2,Bupati,Drs. Amon Djobo,Menang,59953,53.65,Menang,FALSE,1,Menang,Menang,,
108,2018,Kabupaten Ende,,37.92,1,Bupati,"Drs. Don Bosco M. Wangge,M.Si",,49796,37.92,,FALSE,0,,,,
108,2018,Kabupaten Ende,Menang,62.08,2,Bupati,Ir. Marselinus Y.W. Petu,Menang,81532,62.08,Menang,FALSE,1,Menang,Menang,,
109,2018,Kabupaten Kupang,,24.28,1,Bupati,"Drs. Hendrik Paut, M.Pd",,37771,24.28,,FALSE,0,,,,
109,2018,Kabupaten Kupang,Menang,33,2,Bupati,Drs. Korinus Masneno,Menang,51324,33,Menang,FALSE,1,Menang,Menang,,
109,2018,Kabupaten Kupang,,15.23,3,Bupati,"Nelson O. Matara, S.Ip., M.Hum",,23693,15.23,,FALSE,1,,,,
109,2018,Kabupaten Kupang,,18.2,4,Bupati,"Melianus Akulas, St",,28307,18.2,Menang,FALSE,1,Menang,Menang,,
109,2018,Kabupaten Kupang,,9.29,5,Bupati,"Drs. Selfester M. Banfatin, M.Si",,14448,9.29,,FALSE,1,,,,
110,2018,Kabupaten Manggarai Timur,Menang,32.62,1,Bupati,"Agas Andreas, Sh, M.Hum",Menang,46501,32.62,Menang,FALSE,0,Menang,Menang,,
110,2018,Kabupaten Manggarai Timur,,18.31,2,Bupati,Drs. Marselis S,,26099,18.31,,FALSE,1,,,,
110,2018,Kabupaten Manggarai Timur,,29.98,3,Bupati,Tarsisius Sjukur,,4274,29.98,Menang,FALSE,1,Menang,Menang,,
110,2018,Kabupaten Manggarai Timur,,10.15,4,Bupati,"Bonefasius Uha, Sh",,14465,10.15,,FALSE,1,,,,
110,2018,Kabupaten Manggarai Timur,,8.95,5,Bupati,Fransiskus Sarong,,12752,8.95,,FALSE,1,,,,
111,2018,Kabupaten Nagekeo,,3.9,1,Bupati,"Paskalis Mb Ledo Bude, Se, Mm",,2968,3.9,,FALSE,0,,,,
111,2018,Kabupaten Nagekeo,Menang,31.04,2,Bupati,"Dr. Johanes Don Bosco Do, M. Kes",Menang,23613,31.04,Menang,FALSE,1,Menang,Menang,,
111,2018,Kabupaten Nagekeo,,28.76,3,Bupati,Drs. Elias Djo,,2188,28.76,,FALSE,1,,,,
111,2018,Kabupaten Nagekeo,,6.68,4,Bupati,"Gaspar Batubata, Sh",,5081,6.68,,FALSE,1,,,,
111,2018,Kabupaten Nagekeo,,29.63,5,Bupati,Paulinus Yohanes Nuwa Veto,,22543,29.63,Menang,FALSE,1,Menang,Menang,,
112,2018,Kabupaten Rote Ndao,,21.72,1,Bupati,"Jonas Cornelius Lun, S.Pd",,14204,21.72,Menang,FALSE,0,Menang,Menang,,
112,2018,Kabupaten Rote Ndao,,14.66,2,Bupati,"Drs. Mesakh Nitanel Nunuhitu, M.Si",,9585,14.66,,FALSE,1,,,,
112,2018,Kabupaten Rote Ndao,Menang,33.79,3,Bupati,"Paulina Haning - Bullu, Se",Menang,22098,33.79,Menang,FALSE,1,Menang,Menang,,
112,2018,Kabupaten Rote Ndao,,29.83,4,Bupati,"Bima Theodorianus Fanggidae, Mba",,19504,29.83,,FALSE,1,,,,
113,2018,Kabupaten Sikka,,31.62,1,Bupati,Drs. Alexander Longginus,,49696,31.62,,FALSE,0,,,,
113,2018,Kabupaten Sikka,Menang,40.11,2,Bupati,"Fransiskus Roberto Diogo, S.Sos, Msi.",Menang,6304,40.11,Menang,FALSE,1,Menang,Menang,,
113,2018,Kabupaten Sikka,,28.26,3,Bupati,Drs. Yoseph Ansar Rera,,44417,28.26,,FALSE,1,,,,
114,2018,Kabupaten Sumba Barat Daya,,44.58,1,Bupati,"Markus Dairo Talu, Sh",,63886,44.58,Menang,FALSE,0,Menang,Menang,,
114,2018,Kabupaten Sumba Barat Daya,,8.13,2,Bupati,"Dominggus Dama, Sst, Mt",,11658,8.13,,FALSE,1,,,,
114,2018,Kabupaten Sumba Barat Daya,Menang,47.29,3,Bupati,Dr. Kornelius Kodi Mete,Menang,67763,47.29,Menang,FALSE,1,Menang,Menang,,
115,2018,Kabupaten Sumba Tengah,,18.67,1,Bupati,"Umbu Besi,S.Sos",,6965,18.67,,FALSE,0,,,,
115,2018,Kabupaten Sumba Tengah,Menang,28.46,2,Bupati,Drs. Paulus S. K. Limu,Menang,10619,28.46,Menang,FALSE,1,Menang,Menang,,
115,2018,Kabupaten Sumba Tengah,,17.1,3,Bupati,"Umbu Dondu, Bba",,6379,17.1,,FALSE,1,,,,
115,2018,Kabupaten Sumba Tengah,,12.94,4,Bupati,"Umbu S. Samapaty, Sh, Mh",,4827,12.94,,FALSE,1,,,,
115,2018,Kabupaten Sumba Tengah,,22.85,5,Bupati,Dr. Umbu M. Marisi,,8525,22.85,Menang,FALSE,1,Menang,Menang,,
116,2018,Kabupaten Timor Tengah Selatan,,16.3,1,Bupati,"Ampera Seke Selan, Sh",,32192,16.3,,FALSE,0,,,,
116,2018,Kabupaten Timor Tengah Selatan,Menang,32.83,2,Bupati,"Drs. Obed Naitboho, M.Si",Menang,64839,32.83,Menang,FALSE,1,Menang,Menang,,
116,2018,Kabupaten Timor Tengah Selatan,,32.71,3,Bupati,"Egusem Piether Tahun, St, Mm",,64607,32.71,,FALSE,1,,,,
116,2018,Kabupaten Timor Tengah Selatan,,18.16,4,Bupati,"Drs. Johanis Lakapu, M.Si",,35858,18.16,,FALSE,1,,,,
117,2018,Kabupaten Biak Numfor,,23.36,1,Bupati,"Andreas Msen, Se. Mm",,12043,23.36,,FALSE,0,,,,
117,2018,Kabupaten Biak Numfor,Menang,42.89,2,Bupati,"Herry Ario Naap, S.Si.,M.Pd.",Menang,22108,42.89,Menang,FALSE,1,Menang,Menang,,
117,2018,Kabupaten Biak Numfor,,33.75,3,Bupati,Nichodemus Ronsumbre,,17397,33.75,,FALSE,1,,,,
118,2018,Kabupaten Deiyai,,32.02,1,Bupati,Ateng Edowai S.Pd.K,,15804,32.02,Menang,FALSE,0,Menang,Menang,,
118,2018,Kabupaten Deiyai,,15.01,2,Bupati,Keni Ikomou,,7411,15.01,,FALSE,1,,,,
118,2018,Kabupaten Deiyai,,23.92,3,Bupati,"Dance Takimai, A.Ks",,11808,23.92,Menang,FALSE,1,Menang,Menang,,
118,2018,Kabupaten Deiyai,Menang,29.04,4,Bupati,Inarius Douw,Menang,14335,29.04,Menang,FALSE,1,Menang,Menang,,
119,2018,Kabupaten Jayawijaya,,0,1,Bupati,"Jhon Richard Banua Se,M.Si.",,0,0,,FALSE,0,,,,
120,2018,Kabupaten Mamberamo Tengah,,0,1,Bupati,"Ricky Ham Pagawak, Sh, M.Si",,0,0,,FALSE,0,,,,
121,2018,Kabupaten Mimika,,0,1,Bupati,Drs. Petrus Yanwarin,,0,0,,FALSE,0,,,,
